Supplementary Data 2B. Differential gene expression in CD8A+ T cells at pre-treatment vs 8 weeks,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
AVEN,0.011736695,0.03678438,0.06,0.065,1
ERG28,0.011747955,-0.03085071,0.108,0.138,1
ZC3H6,0.011755512,-0.054787419,0.091,0.12,1
PRDX5,0.011764772,0.065354558,0.356,0.363,1
DNAJC2,0.011811193,0.109357528,0.139,0.135,1
BBIP1,0.011817442,-0.052624938,0.078,0.104,1
WDR61,0.011825374,-0.023683499,0.099,0.122,1
DENND10,0.011831345,0.026049266,0.078,0.091,1
NFE2L2,0.011836622,-0.032168014,0.083,0.109,1
ALG5,0.011855681,-0.085367024,0.097,0.136,1
PRPF8,0.011885608,0.034005946,0.283,0.312,1
LINC00861,0.011892764,-0.039736031,0.492,0.555,1
CREM,0.011903767,-0.043027531,0.067,0.094,1
NUDT9,0.011910918,0.017402436,0.045,0.053,1
CEP120,0.011918933,0.113583417,0.124,0.121,1
ZNRD2,0.011924889,-0.060325681,0.102,0.133,1
MALT1,0.011942017,-0.106102895,0.149,0.196,1
ABHD18,0.011949585,0.075440059,0.072,0.068,1
IGBP1,0.01195479,-0.065377331,0.225,0.278,1
DCUN1D5,0.011961639,-0.069434622,0.089,0.125,1
ARFGEF1,0.011967941,0.098827016,0.183,0.179,1
NCBP1,0.011971092,-0.005339174,0.062,0.075,1
PEX1,0.011986618,-0.052205328,0.057,0.081,1
LAPTM4A,0.011990258,-0.095173685,0.152,0.205,1
ZBED5,0.012032207,-0.061292924,0.038,0.062,1
KDM5A,0.012087329,0.014440414,0.198,0.224,1
BRWD1,0.012087365,-0.06714935,0.187,0.236,1
CYP51A1,0.012094482,0.048715785,0.087,0.086,1
RAB8B,0.012098291,0.079036934,0.168,0.179,1
IER3,0.012100709,0.111703836,0.068,0.063,1
CENPC,0.012109035,0.007860507,0.217,0.252,1
PRR12,0.012127321,-0.067183199,0.069,0.098,1
ATL3,0.012142193,-0.102915596,0.095,0.138,1
NFATC3,0.01218271,0.023840785,0.263,0.297,1
MRPS34,0.012190588,-0.01876254,0.286,0.327,1
FO393401.1,0.012210386,0.047543439,0.064,0.071,1
EPN1,0.01222399,-0.104959137,0.104,0.147,1
PSMB2,0.012233644,-0.117795876,0.216,0.274,1
DDX17,0.012275159,0.059145819,0.484,0.522,1
RIC1,0.012283036,0.151193254,0.142,0.108,1
MRPS31,0.012288806,-0.050984539,0.118,0.156,1
CBFB,0.012299934,-0.060700339,0.122,0.162,1
C22orf39,0.012301621,-0.035098592,0.131,0.166,1
NFATC2,0.012305619,0.066250875,0.302,0.317,1
PELP1,0.01232461,-0.007546718,0.079,0.101,1
PSMD5,0.012336426,-0.019362528,0.041,0.062,1
THAP4,0.012362504,0.010171098,0.098,0.114,1
NDRG3,0.012363237,-0.046559804,0.065,0.093,1
STT3B,0.012370983,-0.085070316,0.188,0.237,1
TRIR,0.01241126,0.033806424,0.669,0.715,1
ZC3H7A,0.012419842,-0.03267428,0.095,0.119,1
ARRB1,0.012422049,-0.05615671,0.062,0.09,1
NDUFS5,0.012424613,-0.0026131,0.482,0.53,1
CAPZA2,0.012450927,-0.088860243,0.135,0.179,1
NAAA,0.012454972,-0.088816568,0.125,0.165,1
CXXC1,0.01248366,-0.080093152,0.109,0.146,1
DDX51,0.012489576,-0.012949342,0.057,0.076,1
AAGAB,0.012494598,-0.017876091,0.068,0.088,1
DTX3L,0.012510471,0.008251457,0.097,0.117,1
BSG,0.012513165,-0.038268594,0.515,0.581,1
LSM5,0.01254081,-0.023630811,0.162,0.196,1
RAB1B,0.012567944,0.059416999,0.339,0.347,1
ZDHHC2,0.012571419,-0.001276231,0.066,0.084,1
PPP2R5E,0.012580962,-0.023724347,0.151,0.182,1
FASTK,0.012589099,0.044864784,0.141,0.155,1
SMC5,0.01258968,-0.010472343,0.152,0.183,1
VPS25,0.012600255,-0.076162093,0.069,0.102,1
NEPRO,0.012601537,-0.025004772,0.063,0.088,1
FAM122B,0.012607579,-0.015205271,0.079,0.099,1
PHF20L1,0.01262544,-0.025867099,0.126,0.155,1
TAF11,0.012633928,-0.042743805,0.106,0.137,1
PRRC1,0.012654024,-0.001513561,0.085,0.103,1
NLRC3,0.012660736,0.115019091,0.145,0.132,1
RAB8A,0.012731198,-0.081201998,0.21,0.267,1
TIMM10,0.01279274,-0.018606159,0.139,0.166,1
MRPS18C,0.012796074,-0.066372998,0.106,0.143,1
ZBTB40,0.012798549,0.08600285,0.058,0.055,1
RAB11FIP2,0.012812735,-0.076689024,0.074,0.109,1
ITPK1,0.012813211,0.039473387,0.074,0.081,1
CARS2,0.012867045,-0.00692705,0.094,0.118,1
HIST2H2AC,0.012875034,0.057404471,0.08,0.08,1
ADAM8,0.012876308,-0.008255613,0.186,0.222,1
CSNK1D,0.012889314,0.10524068,0.173,0.171,1
TEFM,0.012896607,-0.104979545,0.028,0.053,1
RPS6KA3,0.012918951,-0.079842914,0.168,0.208,1
UCHL5,0.012933072,-0.009176201,0.137,0.161,1
MTMR2,0.012948275,-0.025717064,0.039,0.059,1
ANKRD36B,0.012953952,-0.01682776,0.09,0.116,1
PRXL2C,0.012968829,0.046749405,0.081,0.085,1
MAF,0.012975584,0.05809658,0.087,0.094,1
BAZ2A,0.012986555,0.069422826,0.212,0.222,1
DDX39B,0.012993849,-0.111322938,0.326,0.393,1
NCOA5,0.01303144,-0.04630788,0.035,0.056,1
ZEB1,0.013045407,-0.088414148,0.038,0.061,1
PEX26,0.013064736,-0.00699894,0.063,0.081,1
SHARPIN,0.013074162,-0.009215808,0.209,0.244,1
RPS18,0.01310048,0.098327031,0.999,0.999,1
AK6,0.013101854,-0.0370225,0.047,0.068,1
CCDC88B,0.013128967,0.202531229,0.143,0.117,1
CCDC186,0.013166154,0.045847402,0.148,0.166,1
DNAJB9,0.013167178,-0.120288737,0.062,0.099,1
HIPK1,0.013217851,0.123353304,0.131,0.122,1
MAU2,0.013225383,0.073188755,0.085,0.088,1
RPL31,0.013250593,0.07545046,0.886,0.921,1
ACAP2,0.013266174,0.088320993,0.386,0.404,1
MTA1,0.013299898,0.096835867,0.106,0.102,1
POLD4,0.013319288,-6.99E-05,0.362,0.406,1
CD46,0.013323397,0.094670693,0.329,0.336,1
GSPT1,0.013375964,0.039145744,0.277,0.302,1
PMPCA,0.013385187,0.00790051,0.078,0.098,1
RPL27,0.013389355,0.057596574,0.941,0.966,1
ALG3,0.013391761,0.050641742,0.082,0.085,1
GTF3C3,0.013410391,0.004940383,0.04,0.054,1
SS18,0.013413272,-0.018775502,0.085,0.109,1
TSC22D4,0.013483604,-0.059692213,0.348,0.41,1
CEP104,0.013492894,0.000704897,0.081,0.1,1
MIA2,0.013493049,-0.072277201,0.138,0.179,1
NAPG,0.013528898,0.05827604,0.073,0.075,1
TAF8,0.01355558,-0.021384203,0.074,0.095,1
BTN3A1,0.013604649,0.045560754,0.221,0.246,1
UBE2J1,0.013606652,-0.00267307,0.156,0.178,1
NDUFAF3,0.013619691,-0.041253122,0.171,0.203,1
TAZ,0.013646193,0.027663871,0.161,0.181,1
ERCC3,0.013670115,-0.084571213,0.087,0.125,1
PLEC,0.013713953,-0.030732263,0.103,0.129,1
RBM43,0.013746386,-0.014691627,0.073,0.094,1
DTX3,0.013767397,0.070361383,0.104,0.108,1
TMEM138,0.013769813,-0.019463133,0.082,0.107,1
NF1,0.013771444,0.064787572,0.052,0.045,1
VAT1,0.013806604,-0.042414609,0.06,0.081,1
KLC1,0.013880257,0.089779676,0.175,0.174,1
PSMC3,0.013903603,0.027358819,0.168,0.188,1
TPP1,0.013956112,-0.066147349,0.135,0.177,1
IWS1,0.013999324,-0.039172062,0.104,0.133,1
FEZ2,0.014020765,0.001457555,0.079,0.101,1
PCNX2,0.014051104,0.02037083,0.074,0.081,1
UCHL3,0.014051308,-0.073039596,0.042,0.069,1
RWDD3,0.014066101,-0.025506106,0.11,0.138,1
CAMK2N1,0.014073243,-0.115215143,0.135,0.182,1
LINC02084,0.014084733,-0.032442637,0.096,0.126,1
EIF6,0.014088287,-0.042575459,0.187,0.224,1
NPC2,0.014114279,0.112307654,0.171,0.152,1
DTNBP1,0.014142179,0.000660924,0.104,0.12,1
SRF,0.01418571,-0.090325816,0.041,0.07,1
PRPSAP2,0.014198008,-0.042008076,0.078,0.102,1
CWF19L2,0.014201083,0.106620742,0.098,0.099,1
UAP1,0.014206991,0.037230625,0.097,0.111,1
UBA1,0.014207098,0.006543655,0.131,0.157,1
USP36,0.014257759,-0.057998756,0.12,0.153,1
JMJD6,0.014297535,-0.019864057,0.072,0.093,1
HDHD3,0.014297542,-0.051532466,0.056,0.082,1
NIFK,0.014297662,-0.004684473,0.139,0.165,1
TTC13,0.014312828,0.082024397,0.079,0.072,1
SLC35A1,0.014313555,-0.031035695,0.044,0.063,1
PTRH1,0.014327313,-0.066799673,0.095,0.128,1
RPL21,0.014327768,-0.013169433,0.961,0.983,1
DNASE2,0.01434949,-0.038212264,0.097,0.123,1
SEPHS2,0.014366773,-0.127838308,0.109,0.158,1
TMX4,0.014370627,-0.161910196,0.319,0.392,1
PCOLCE,0.014376634,-0.052533177,0.028,0.05,1
HNRNPUL2,0.014395743,0.098868752,0.281,0.29,1
SHLD1,0.014424107,0.01288759,0.044,0.052,1
ARF3,0.01442591,-0.03796214,0.132,0.166,1
KLHL21,0.014524049,-0.091098085,0.036,0.064,1
CSNK1G1,0.014528944,-0.003728882,0.054,0.075,1
NCAPD3,0.014552003,0.077543375,0.076,0.083,1
PTPN22,0.014580402,0.113946373,0.233,0.231,1
PYCARD,0.014580913,0.006035873,0.253,0.286,1
TMEM170A,0.014597252,0.057953468,0.141,0.145,1
TP53RK,0.014623438,-0.005246115,0.039,0.05,1
PITPNA,0.014624377,0.005728844,0.083,0.1,1
RAPGEF1,0.014641254,0.111541477,0.233,0.238,1
ATP8B2,0.014643705,0.009120594,0.111,0.137,1
MRPL41,0.01468006,0.063948221,0.294,0.311,1
ANKZF1,0.014682629,0.012147248,0.111,0.13,1
SAMSN1,0.014683904,-0.120001474,0.045,0.073,1
PHKG2,0.014692629,0.022962,0.15,0.173,1
ZNF207,0.014707026,-0.048172319,0.3,0.357,1
MED13L,0.014719361,0.008120661,0.085,0.099,1
HSPA5,0.014736997,-0.179621683,0.558,0.644,1
GLUL,0.014737646,0.027207399,0.185,0.206,1
XAB2,0.014743352,-0.069385647,0.108,0.144,1
MT-ND4,0.014761406,0.119707929,0.884,0.896,1
CPSF1,0.014775775,-0.084881239,0.086,0.122,1
MRPL34,0.01479547,-0.063353518,0.218,0.266,1
LAMTOR1,0.014798488,-0.06014781,0.317,0.373,1
ZCCHC10,0.014824986,0.053578198,0.057,0.058,1
UBAP2L,0.014855441,-0.08085571,0.079,0.116,1
RNF8,0.014892542,-0.017123274,0.081,0.105,1
ARPC5,0.014896398,-0.051683444,0.535,0.597,1
MRI1,0.014928469,0.000684265,0.083,0.105,1
ATG10,0.014937279,-0.005790728,0.051,0.067,1
ID2,0.014953419,-0.069886993,0.241,0.297,1
SLC17A5,0.014970919,0.011940978,0.043,0.055,1
PSMA3-AS1,0.014978345,0.002449542,0.164,0.19,1
CLPP,0.014978624,-0.021857658,0.186,0.221,1
PPP3CA,0.014982582,0.008701716,0.133,0.153,1
SYNCRIP,0.014982945,-0.010772431,0.202,0.238,1
RAP2B,0.014999262,-0.01487835,0.222,0.257,1
FAM136A,0.015005905,0.042462672,0.118,0.128,1
TMEM33,0.015025382,0.006961721,0.065,0.077,1
GRINA,0.015032858,-0.00461617,0.096,0.117,1
ARMT1,0.015040931,-0.025354845,0.043,0.064,1
STX5,0.015056293,-0.079374671,0.101,0.14,1
MUTYH,0.01507488,-0.082201122,0.064,0.094,1
ASXL2,0.015079497,-0.010035084,0.095,0.115,1
NHLRC3,0.015090276,0.063675555,0.066,0.062,1
SETD5,0.015115298,-0.019071334,0.136,0.163,1
TMEM120A,0.015131854,-0.058606083,0.091,0.122,1
FGFR1OP2,0.015183584,0.017348997,0.221,0.241,1
DUSP11,0.015200169,-0.082302032,0.111,0.149,1
VASP,0.015203072,-0.088819033,0.241,0.301,1
TIA1,0.015215329,0.006395263,0.129,0.15,1
EEF1G,0.015229327,-0.023607678,0.846,0.905,1
AEBP2,0.015240645,0.05752422,0.174,0.186,1
LZIC,0.015259758,-0.047610431,0.091,0.121,1
NCOA2,0.015260875,-0.019580174,0.078,0.098,1
PTPRCAP,0.015263938,0.030701561,0.237,0.264,1
MAML2,0.0152681,-0.10001538,0.081,0.114,1
TOMM7,0.015286737,0.085742594,0.846,0.876,1
ACADS,0.015339358,0.016721429,0.062,0.077,1
KDSR,0.015359558,-0.121879683,0.041,0.069,1
STT3A,0.015364445,0.012040544,0.111,0.128,1
AGO3,0.015366678,-0.009531168,0.098,0.122,1
DOK2,0.015366768,-0.062952809,0.283,0.345,1
SLC15A4,0.015394558,-0.09453707,0.177,0.233,1
TMEM116,0.015401972,-0.10799531,0.039,0.069,1
GCLC,0.015407846,-0.03388435,0.043,0.063,1
COX7B,0.015474446,-0.052248914,0.381,0.44,1
USP10,0.015481079,-0.02084026,0.119,0.146,1
GSS,0.015512461,0.084931465,0.117,0.11,1
C1orf174,0.015527906,-0.043663319,0.129,0.165,1
TRMT1,0.015529689,-0.011584087,0.078,0.1,1
TBX21,0.015570275,-0.149563899,0.43,0.523,1
PDGFD,0.015645722,0.061187364,0.066,0.068,1
ZNRF2,0.01570373,-0.024005443,0.125,0.156,1
EBNA1BP2,0.015721811,-0.068911413,0.074,0.104,1
UBALD2,0.015783742,-0.089898693,0.348,0.415,1
ABI3,0.015794065,-0.029482924,0.288,0.332,1
NOP14,0.015829313,0.049196268,0.097,0.105,1
BLOC1S4,0.015830787,0.032708401,0.176,0.192,1
BRD9,0.015921257,0.028670553,0.104,0.127,1
PPIL3,0.015944699,-0.080633829,0.035,0.061,1
SMAD7,0.01594832,0.044936968,0.186,0.205,1
CARD11,0.01599439,0.016336655,0.185,0.211,1
GMDS-DT,0.016045153,-0.035852733,0.039,0.057,1
THOC7,0.016126393,0.082462494,0.186,0.185,1
DNM2,0.016187776,0.074545359,0.266,0.283,1
GABPB2,0.016208491,0.038378584,0.053,0.058,1
CDC40,0.016219753,-0.006282626,0.166,0.198,1
PSMG4,0.016272877,-0.070096357,0.095,0.127,1
RNF13,0.016293459,-0.084058036,0.102,0.139,1
RPUSD4,0.016294609,-0.035683991,0.034,0.053,1
NDUFA8,0.016297763,-0.033055437,0.109,0.137,1
OASL,0.016322347,0.042883134,0.147,0.159,1
ZBTB7A,0.016342148,0.083746283,0.389,0.408,1
APPL2,0.016391646,0.074415371,0.066,0.059,1
NAP1L4,0.016423937,0.042088715,0.344,0.37,1
CDS2,0.01643328,-0.120517803,0.131,0.176,1
FAM214A,0.016433479,0.000657713,0.099,0.122,1
PTOV1,0.016472468,-0.064995298,0.141,0.179,1
GIGYF1,0.016485318,-0.072220058,0.058,0.086,1
ARRDC3,0.016527297,-0.085018642,0.087,0.121,1
MTRNR2L8,0.016527813,0.104477376,0.089,0.087,1
CFAP97,0.016561447,0.002692054,0.198,0.224,1
RBMX2,0.016584694,-0.008634832,0.082,0.104,1
GSR,0.016619781,0.110852951,0.105,0.1,1
TNFSF10,0.01664327,0.056851316,0.072,0.076,1
YTHDC1,0.016650191,0.042775114,0.247,0.269,1
ANKAR,0.016665414,0.000478747,0.086,0.103,1
MATK,0.016683552,-0.031180266,0.424,0.489,1
AKAP11,0.016709316,-0.021216086,0.066,0.088,1
THYN1,0.016718233,-0.07587452,0.152,0.195,1
SNX29,0.016726621,0.019721034,0.061,0.073,1
STAT5A,0.016759959,-0.030538163,0.065,0.088,1
GPKOW,0.016763472,-0.041547632,0.057,0.081,1
ZNF460,0.01677325,-0.01872033,0.06,0.081,1
SAFB,0.016782143,0.036432015,0.181,0.199,1
MITD1,0.016786892,0.012698541,0.127,0.146,1
G6PD,0.016848576,-0.036506039,0.178,0.218,1
PAG1,0.016850445,-0.0676608,0.088,0.117,1
NADK,0.016852394,-0.012141946,0.104,0.124,1
SFXN1,0.016868228,0.008425558,0.171,0.197,1
RARG,0.016880963,-0.035581113,0.032,0.05,1
UBL7-AS1,0.016915798,-0.071988076,0.055,0.083,1
CYP2R1,0.016921097,0.096128574,0.088,0.075,1
DEF6,0.01694611,0.007858644,0.309,0.34,1
PSME3,0.016949501,0.061438914,0.12,0.129,1
WAC,0.016961482,-0.000331381,0.235,0.273,1
ANKRD39,0.016966135,-0.065246985,0.083,0.114,1
AP2A1,0.016983157,-0.039878417,0.089,0.117,1
PQBP1,0.017001026,-0.072704042,0.168,0.213,1
KIFAP3,0.017086451,-0.005649781,0.098,0.122,1
CSPP1,0.017091148,0.048113716,0.049,0.055,1
AC091271.1,0.01710231,-0.085264458,0.041,0.069,1
CSGALNACT1,0.017104194,0.07393174,0.058,0.056,1
RANBP9,0.017159344,-0.065323673,0.122,0.159,1
PMF1,0.01716943,-0.077377232,0.092,0.131,1
PAXX,0.017177006,0.100525343,0.717,0.73,1
HINT3,0.017203826,-0.063994911,0.035,0.06,1
PRKAG2,0.017210504,0.015847895,0.08,0.089,1
ERBIN,0.017251856,0.137787152,0.143,0.13,1
DBF4,0.017295604,0.017003128,0.1,0.117,1
PPIH,0.017424182,-0.020032179,0.159,0.188,1
KLHL11,0.017430344,0.136242156,0.093,0.08,1
DOK1,0.017439258,-0.009425558,0.044,0.06,1
MLEC,0.017501758,0.032156183,0.175,0.192,1
RPL9,0.01754513,-0.029625216,0.963,0.984,1
PALLD,0.017567448,0.020979074,0.068,0.077,1
SOCS1,0.017593339,-0.062486013,0.062,0.088,1
TSN,0.017619599,-0.039581307,0.106,0.133,1
SCPEP1,0.017628553,-0.065437906,0.038,0.063,1
APAF1,0.017652392,0.040880989,0.058,0.067,1
RBM26,0.017659549,-0.038853795,0.106,0.137,1
USP3,0.017696843,-0.00692536,0.204,0.235,1
NEU1,0.017702349,-0.025790595,0.091,0.112,1
XAF1,0.017704089,-0.093871271,0.135,0.178,1
TMEM39A,0.017705595,0.013143844,0.048,0.057,1
DYNLL1,0.017719004,-0.130733246,0.323,0.398,1
SYTL2,0.017764967,-0.035372277,0.151,0.184,1
NSUN3,0.0178312,-0.07726525,0.041,0.068,1
PAPOLA,0.017840705,-0.004698609,0.296,0.34,1
BCR,0.017872118,0.048365328,0.143,0.157,1
TMEM127,0.017895355,0.013526812,0.083,0.099,1
ASPSCR1,0.017908597,0.056609286,0.084,0.092,1
BCAP29,0.017916993,0.103847886,0.125,0.115,1
TXNDC17,0.017958289,-0.081489556,0.081,0.116,1
TIMM17A,0.017959415,-0.012109985,0.071,0.094,1
UNG,0.017988746,-0.048257678,0.049,0.076,1
ATP2B1,0.017999575,-0.069317535,0.146,0.183,1
NUP210,0.018040464,0.06780282,0.223,0.233,1
UBE2L6,0.018051702,-0.031952765,0.352,0.398,1
RCHY1,0.018080431,-0.000325753,0.067,0.081,1
C8orf76,0.0181005,0.047428248,0.069,0.079,1
RNF44,0.018113612,0.017059421,0.194,0.218,1
PNKD,0.018114219,0.002109774,0.208,0.238,1
POLR3C,0.018203048,-0.013236887,0.068,0.088,1
GSE1,0.0182768,0.040476861,0.098,0.111,1
AUP1,0.018355492,0.007201647,0.361,0.408,1
N4BP2L1,0.018377345,0.018816377,0.116,0.134,1
SMC3,0.018396312,-0.008648984,0.157,0.186,1
LFNG,0.018453906,-0.051001133,0.171,0.211,1
TNIP2,0.018458953,0.029969949,0.139,0.155,1
MAPKAP1,0.018509016,0.0941451,0.143,0.146,1
MED30,0.018551865,-0.011065817,0.171,0.199,1
SCCPDH,0.018560007,-0.052027959,0.051,0.077,1
SFXN3,0.018561299,0.102371812,0.078,0.073,1
DCTPP1,0.018562825,0.001435626,0.074,0.09,1
WDR45B,0.01860684,-0.043616252,0.08,0.104,1
PARP16,0.018661939,-0.038155851,0.064,0.085,1
ABHD13,0.01866691,-0.032835683,0.058,0.078,1
GRN,0.018674345,-0.029919469,0.076,0.1,1
LRRC8C,0.018688803,0.013721669,0.061,0.074,1
D2HGDH,0.018691866,0.025908466,0.058,0.075,1
ELOC,0.018717341,-0.11155834,0.21,0.269,1
ADK,0.018758588,-0.023549854,0.094,0.112,1
PRCC,0.018761821,0.006397185,0.093,0.112,1
HIPK2,0.018775623,0.029549427,0.048,0.058,1
CEBPG,0.01881125,-0.019533833,0.071,0.091,1
PCED1A,0.018812296,-0.015809634,0.101,0.121,1
CCNB1IP1,0.018821373,0.006885342,0.104,0.12,1
POLG2,0.018828478,-0.01260426,0.036,0.05,1
HINT1,0.018854288,-0.099051079,0.737,0.802,1
STAT6,0.018913034,0.024330681,0.161,0.183,1
WDR59,0.018915347,-0.036574369,0.047,0.067,1
VAMP4,0.018917741,0.008961552,0.101,0.114,1
CCL4,0.01893148,-0.044389063,0.586,0.602,1
VPS26B,0.018994203,-0.002605567,0.242,0.286,1
IFI6,0.019001769,-0.093838057,0.173,0.218,1
MIS18BP1,0.019055259,0.022184805,0.192,0.207,1
CTBS,0.019059879,-0.093050013,0.066,0.101,1
ANP32E,0.019080964,0.062659046,0.271,0.279,1
ZNF333,0.019096427,-0.089475736,0.04,0.067,1
G2E3,0.019131015,0.046418194,0.068,0.074,1
RGS19,0.019178657,-0.100699807,0.265,0.328,1
SEC24C,0.019188302,-0.023258226,0.11,0.142,1
EML2,0.019191482,-0.067308981,0.094,0.128,1
GPR65,0.019192326,-0.038469904,0.237,0.281,1
TSHZ1,0.019201582,0.149635547,0.11,0.091,1
NUP214,0.01924226,0.037873745,0.101,0.114,1
ACYP2,0.019246137,-0.055529975,0.105,0.136,1
TP53I13,0.019262949,-0.050432979,0.183,0.224,1
SNHG7,0.019273321,-0.005112187,0.217,0.253,1
SNHG10,0.019273985,-0.053393923,0.046,0.069,1
ERGIC1,0.019291093,-0.020423564,0.092,0.119,1
CD52,0.019337893,0.045948344,0.899,0.925,1
SNX3,0.019343298,-0.11089324,0.344,0.415,1
DPM2,0.019385272,0.051591055,0.155,0.154,1
ABTB1,0.019385282,-0.043434112,0.199,0.241,1
UBE3C,0.019387533,0.01069712,0.097,0.113,1
B4GALT4,0.019411707,-0.028554882,0.039,0.055,1
EPSTI1,0.019417246,-0.006878872,0.037,0.05,1
MBD3,0.019433831,0.08316213,0.083,0.082,1
ZNF91,0.019452666,0.116153259,0.12,0.121,1
CNIH1,0.019463807,-0.059798225,0.106,0.139,1
TARS,0.019469744,0.0884401,0.083,0.078,1
C16orf72,0.019479255,-0.011238164,0.087,0.104,1
SMAD3,0.019486667,-0.091771827,0.116,0.158,1
CROT,0.019512605,-0.066188432,0.044,0.068,1
IPO5,0.019543526,-0.086377195,0.083,0.117,1
PPP6R3,0.019555351,0.050279017,0.117,0.125,1
NUTM2A-AS1,0.019558513,-0.022121892,0.179,0.21,1
ASTE1,0.019566547,-0.028908709,0.049,0.07,1
HERC3,0.019581305,-0.056105955,0.032,0.053,1
GARS-DT,0.019617591,-0.015292409,0.055,0.075,1
VIRMA,0.019639622,-0.077977528,0.088,0.118,1
COPG1,0.019665678,-0.040907733,0.089,0.116,1
TRNT1,0.019666107,-0.05367542,0.088,0.118,1
ITGB2-AS1,0.019686024,0.017090965,0.287,0.32,1
INO80E,0.019690913,-0.001523826,0.259,0.3,1
CD96,0.019697833,-0.012060858,0.302,0.342,1
RPS6KA5,0.019708983,-0.066666876,0.06,0.088,1
GALK1,0.019742255,-0.044316608,0.049,0.071,1
ZMPSTE24,0.019786438,0.0168255,0.074,0.086,1
PHF21A,0.019803816,0.140062727,0.112,0.101,1
PPP1R12A,0.019831707,-0.062698851,0.339,0.397,1
IQGAP2,0.019842509,0.060965828,0.336,0.36,1
SLC25A5,0.01986676,0.02228612,0.441,0.483,1
PRKCQ-AS1,0.019874257,-0.007008401,0.253,0.282,1
AP3M2,0.019887338,-0.127935301,0.061,0.088,1
RCSD1,0.019889015,-0.034598691,0.346,0.397,1
MSL3,0.019933124,-0.075373611,0.115,0.154,1
ANKRD36C,0.019985496,0.045704572,0.152,0.17,1
MYADM,0.020006545,-0.148116985,0.198,0.255,1
MRPL45,0.020020915,-0.036426075,0.053,0.075,1
MOB3A,0.020050334,-0.061558382,0.136,0.178,1
CISH,0.020133616,-0.13571422,0.075,0.113,1
ATPAF1,0.020211388,-0.095114235,0.105,0.142,1
RPP21,0.020274755,-0.035303629,0.169,0.198,1
RPS10,0.020296547,0.114372517,0.115,0.113,1
NAA10,0.020302395,0.090396197,0.064,0.058,1
HCP5,0.02031876,0.047124881,0.109,0.119,1
ANTXR2,0.020349741,-0.103953883,0.064,0.094,1
BCAT2,0.020387909,-0.00096123,0.041,0.057,1
GIMAP4,0.020396997,-0.049720663,0.5,0.568,1
ATP5MG,0.020451725,0.011886008,0.798,0.848,1
TAF1D,0.020496787,-0.05746136,0.281,0.327,1
ITPR2,0.020504731,0.060365029,0.105,0.111,1
SUMF1,0.020529746,-0.002344678,0.06,0.077,1
PIGO,0.020563042,-0.077214964,0.03,0.053,1
GABPA,0.020596143,-0.055654183,0.07,0.097,1
SNHG14,0.020605288,-0.054325651,0.043,0.062,1
ATG3,0.020620132,-0.021088443,0.156,0.192,1
RFC2,0.020631697,-0.099273432,0.037,0.062,1
KATNA1,0.020697447,-0.06696314,0.071,0.101,1
ARAP2,0.020729617,0.053667496,0.278,0.301,1
ABCD4,0.02074491,-0.017539944,0.075,0.099,1
ACYP1,0.020745209,-0.016971535,0.072,0.092,1
RCN1,0.020770936,0.053932063,0.083,0.084,1
PRKAG1,0.020813121,-0.069350409,0.078,0.111,1
IDI1,0.020834126,0.002057204,0.141,0.168,1
DNAJC13,0.020857914,-0.055783479,0.043,0.065,1
EDRF1,0.020871452,-0.069976573,0.083,0.119,1
TXNDC5,0.02088111,-0.028183074,0.035,0.051,1
ZNF350,0.020884427,-0.022905674,0.055,0.073,1
ZMYM2,0.0208863,0.020963225,0.106,0.121,1
PIM2,0.020889577,-0.173137327,0.124,0.172,1
LONP1,0.020922331,0.012925473,0.053,0.068,1
DNTTIP1,0.020923431,-0.033570024,0.053,0.075,1
PAF1,0.020924355,-0.019941974,0.101,0.13,1
CEBPZ,0.020979983,0.02651852,0.183,0.212,1
APPBP2,0.021054184,-0.062736369,0.07,0.099,1
RAB40C,0.021063486,-0.098243543,0.028,0.055,1
TBKBP1,0.021130388,0.008997081,0.066,0.081,1
KRCC1,0.02118934,-0.078476772,0.099,0.133,1
ENC1,0.02123781,-0.006800255,0.093,0.113,1
PDXP,0.021300026,0.022994705,0.048,0.056,1
DIS3,0.021325428,0.053147655,0.072,0.073,1
LYRM7,0.021394401,-0.021585488,0.035,0.05,1
ZNF688,0.021458924,-0.064539971,0.054,0.082,1
CD6,0.021526128,-0.017584626,0.527,0.584,1
RFFL,0.021544958,-0.080810755,0.07,0.102,1
ATXN1,0.02159888,0.085909914,0.1,0.092,1
ZFAND1,0.021668522,-0.054300687,0.082,0.109,1
PTPN11,0.021737163,0.095951918,0.129,0.13,1
UBE2B,0.021766637,0.024740601,0.329,0.354,1
NCOA7,0.021800645,0.085682774,0.173,0.173,1
ZC3H3,0.021813835,0.011205399,0.045,0.055,1
RPL32,0.02183638,0.019898331,0.995,1,1
PHYKPL,0.021908902,-0.047737388,0.24,0.283,1
CDC14B,0.021934159,-0.075248492,0.026,0.051,1
EMC7,0.021964799,-0.046964652,0.173,0.213,1
RBM27,0.021969943,0.087511904,0.183,0.181,1
HS2ST1,0.021971069,-0.000613947,0.039,0.053,1
AC022706.1,0.021975929,0.021759273,0.102,0.116,1
NR2C1,0.021980384,-0.011992488,0.06,0.075,1
PSEN1,0.022005901,-0.11102333,0.038,0.065,1
EGLN1,0.022007996,-0.071552037,0.108,0.142,1
