Supplementary Data 2B. Differential gene expression in CD8A+ T cells at pre-treatment vs 8 weeks,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
JUN,6.00067198917892e-05,-0.412892379,0.415,0.494,1
SNW1,6.0050807288278e-05,-0.111373942,0.139,0.201,1
IL12RB1,6.02965808947247e-05,0.098552814,0.185,0.194,1
C2orf76,6.03957759356492e-05,-0.081013858,0.03,0.064,1
MZT2A,6.04978260536153e-05,-0.033443453,0.231,0.281,1
HNRNPK,6.16008900470813e-05,-0.149505098,0.572,0.681,1
DRAP1,6.17371926701186e-05,0.080183205,0.538,0.581,1
NDUFA4,6.18787487717803e-05,-0.074949218,0.584,0.672,1
CBLL1,6.19617615502761e-05,-0.129951747,0.104,0.166,1
ANAPC2,6.20914668016042e-05,-0.086695981,0.06,0.097,1
RASGRP1,6.21553388853294e-05,0.060228576,0.26,0.289,1
PGAP3,6.21947931671236e-05,-0.029195997,0.053,0.079,1
EIF3F,6.23796148842403e-05,-0.103616411,0.666,0.766,1
DDHD2,6.24832856430484e-05,0.008394401,0.06,0.078,1
CDC42EP3,6.25207440460658e-05,0.029435012,0.338,0.387,1
SRSF4,6.25544847770153e-05,0.140361552,0.298,0.297,1
LAMTOR3,6.32659720034627e-05,-0.13288036,0.057,0.106,1
CNOT2,6.33204096339654e-05,-0.030897711,0.195,0.245,1
GLRX5,6.34060943118061e-05,0.00372593,0.187,0.221,1
PRKACB,6.34079038949202e-05,-0.091824832,0.214,0.288,1
MOB1A,6.36383774534001e-05,-0.0112397,0.324,0.38,1
EIF3E,6.37131800269121e-05,0.001357189,0.428,0.489,1
N4BP1,6.46734676124735e-05,-0.092370895,0.143,0.201,1
TWF1,6.47124988061996e-05,-0.052091056,0.124,0.167,1
USP34,6.49969365089424e-05,-0.056287771,0.336,0.412,1
JPT1,6.52088785205525e-05,-0.070079039,0.195,0.255,1
CCT8,6.52898530055375e-05,-0.096669874,0.198,0.264,1
DNAJC9,6.53355074215157e-05,-0.0536217,0.116,0.162,1
NDUFS4,6.53857495409049e-05,-0.036958298,0.093,0.13,1
COPS6,6.5468626031141e-05,-0.037760895,0.23,0.289,1
FAM107B,6.58027570212914e-05,-0.122802487,0.462,0.557,1
NIF3L1,6.61609617278776e-05,-0.138202081,0.035,0.08,1
NPDC1,6.65786600869741e-05,-0.010550437,0.151,0.19,1
SELENOH,6.80381282498477e-05,0.013771444,0.368,0.42,1
MTPN,6.846141480626e-05,0.013180308,0.403,0.465,1
BUD31,6.90374007259406e-05,-0.068313535,0.197,0.256,1
RSL1D1,6.90726873696123e-05,-0.075846464,0.321,0.396,1
PLSCR1,6.91963196720956e-05,-0.1660718,0.051,0.1,1
SDAD1,6.93212994214441e-05,-0.176456169,0.173,0.249,1
PITHD1,6.95597405976518e-05,-0.027431105,0.181,0.227,1
MKNK1,6.98246482778961e-05,0.016028395,0.066,0.093,1
BANF1,7.02817410909578e-05,-0.08682282,0.24,0.307,1
NCOA4,7.0291715111342e-05,-0.013593231,0.142,0.18,1
BTN2A1,7.06070707623775e-05,-0.106256165,0.079,0.131,1
HSP90B1,7.07324211781615e-05,0.096633952,0.685,0.726,1
NDUFS7,7.08292293650886e-05,-0.146808827,0.298,0.389,1
TMEM258,7.09719436509797e-05,-0.044246311,0.473,0.553,1
ATF4,7.11570232351544e-05,0.01375185,0.175,0.215,1
UFM1,7.11998788231632e-05,-0.068132124,0.227,0.292,1
FAM133B,7.12831218838257e-05,-0.009829673,0.151,0.192,1
TPD52L2,7.18644960280444e-05,-0.096189415,0.093,0.144,1
PPP2R5A,7.18832822625103e-05,0.071696115,0.243,0.274,1
ARHGAP45,7.2062206926051e-05,0.158412255,0.431,0.454,1
ATP5PO,7.28687191619797e-05,-0.015758351,0.473,0.548,1
ARHGAP1,7.32563081892135e-05,-0.080690767,0.116,0.169,1
HBP1,7.33596113311999e-05,-0.004752165,0.138,0.179,1
FMNL1,7.35404084161456e-05,-0.049427247,0.451,0.545,1
NIPSNAP1,7.35646578692118e-05,-0.100472635,0.086,0.138,1
ZNF574,7.43603192343008e-05,-0.034752274,0.033,0.059,1
RIN3,7.47783598613251e-05,0.077151292,0.108,0.12,1
MAPRE1,7.49509029241247e-05,-0.142128212,0.133,0.201,1
NDUFA2,7.51219663751114e-05,0.053425978,0.324,0.362,1
INPP5D,7.57198863560861e-05,0.204644092,0.233,0.211,1
ATP6V0E1,7.63795770661134e-05,0.012882895,0.512,0.566,1
VAMP8,7.67303784074528e-05,-0.01645554,0.458,0.527,1
PCBP4,7.68943651285539e-05,0.131371662,0.086,0.072,1
CTSA,7.69529681704278e-05,-0.115491145,0.095,0.146,1
IL10RA,7.76673190680107e-05,-0.137531998,0.47,0.575,1
BNIP3L,7.80323686184245e-05,-0.084256597,0.143,0.198,1
INTS11,7.88903770265153e-05,-0.109623272,0.162,0.228,1
EEF2,7.9654126474858e-05,-0.082959349,0.891,0.951,1
FBXW5,8.01509018585479e-05,0.03947667,0.424,0.47,1
ARPC2,8.03999468169923e-05,0.069195246,0.859,0.88,1
ZNF639,8.1082182403183e-05,-0.023315267,0.117,0.153,1
RBMX,8.22315578038163e-05,0.008607175,0.308,0.354,1
TTC1,8.25652878723744e-05,0.068031182,0.16,0.176,1
ZNF821,8.26207005946831e-05,-0.080800039,0.047,0.085,1
PRKX,8.28790036204059e-05,0.031587907,0.134,0.16,1
BHLHE40,8.32040966628894e-05,0.010688394,0.33,0.386,1
SRP19,8.32226664544099e-05,0.143438468,0.214,0.205,1
GALT,8.35882701306528e-05,-0.133435494,0.114,0.172,1
NIN,8.36764016701414e-05,-0.029451876,0.149,0.196,1
TUBA4A,8.39159360550991e-05,-0.120100053,0.232,0.314,1
GCDH,8.4355122096662e-05,-0.081798482,0.06,0.1,1
RAP2C,8.45331696476142e-05,-0.133198702,0.061,0.108,1
TIAL1,8.50283705441832e-05,-0.046582276,0.261,0.325,1
SYTL1,8.51865381103092e-05,0.116894336,0.51,0.538,1
SHFL,8.52720309720403e-05,-0.10184028,0.305,0.383,1
PYCR2,8.56775191900133e-05,-0.150053386,0.165,0.237,1
SH3GLB2,8.57259930014539e-05,-0.091538498,0.138,0.193,1
TASOR,8.63877396357342e-05,0.056397281,0.184,0.214,1
HLA-A,8.65258602572284e-05,0.071315013,0.99,0.997,1
EDF1,8.66258287088369e-05,0.030871315,0.647,0.711,1
LARP4B,8.69812716339862e-05,-0.071835523,0.087,0.133,1
SNHG8,8.79434187056544e-05,-0.188919835,0.281,0.366,1
LENG8,8.80448485745422e-05,0.097001259,0.3,0.341,1
KRT10,8.80595698499075e-05,-0.1020528,0.463,0.562,1
AC012615.1,8.83408939990251e-05,-0.053059956,0.066,0.1,1
PFKL,8.84534528581501e-05,-0.096475544,0.141,0.198,1
ATP5PB,8.86511065847077e-05,-0.182019083,0.37,0.479,1
GPX4,8.89219237927546e-05,-0.107406846,0.411,0.499,1
NFYC,8.90051294354298e-05,-0.112411148,0.093,0.144,1
OFD1,8.91628993299314e-05,-0.083141983,0.197,0.259,1
DCXR,8.95596740213053e-05,-0.056281374,0.205,0.263,1
LPIN2,8.96987477742563e-05,0.107310531,0.163,0.169,1
PDIA6,9.02900615181601e-05,-0.081157035,0.324,0.406,1
CTCF,9.03490860286541e-05,-0.055920943,0.184,0.243,1
AAK1,9.04840430169795e-05,0.191787456,0.343,0.337,1
ARL16,9.07841014931175e-05,-0.100376974,0.136,0.191,1
PHF3,9.07993622842656e-05,0.105870757,0.338,0.36,1
SAP30,9.1207667974267e-05,-0.064997886,0.072,0.109,1
NOL12,9.1313509964295e-05,-0.039118431,0.112,0.151,1
BIRC6,9.14314561316114e-05,0.104684154,0.207,0.227,1
UBE2S,9.16463107364322e-05,-0.091762041,0.185,0.249,1
SRSF10,9.23194084306624e-05,-0.071043656,0.304,0.378,1
FRYL,9.24403565367883e-05,0.027445459,0.156,0.185,1
CD3G,9.27419557805423e-05,0.040531674,0.781,0.822,1
RNF181,9.29982669483135e-05,-0.143319549,0.222,0.304,1
DDX50,9.36717983745546e-05,-0.101205693,0.103,0.153,1
DLST,9.39992486513484e-05,-0.105829659,0.082,0.131,1
RPS20,9.41813466427488e-05,0.060978784,0.44,0.49,1
M6PR,9.46538255719623e-05,-0.029093581,0.363,0.432,1
RBBP4,9.48883956727569e-05,-0.12590001,0.275,0.363,1
RAB7A,9.539030219878e-05,-0.194750561,0.298,0.394,1
ZFR,9.54542015529745e-05,-0.096071678,0.173,0.24,1
ALKBH7,9.58402353951775e-05,-0.063978151,0.25,0.314,1
SULT1A1,9.65102718420792e-05,-0.111098438,0.026,0.061,1
AC020916.1,9.65560774047246e-05,-0.236287234,0.099,0.163,1
CLPTM1,9.67605663428903e-05,-0.070340475,0.13,0.18,1
IGFLR1,9.73489107134439e-05,-0.076344817,0.162,0.218,1
CHD1,9.73741623700664e-05,0.061190698,0.258,0.295,1
TBL1XR1,9.74682612452583e-05,-0.009469159,0.091,0.122,1
AARSD1,9.75904405681893e-05,-0.13766423,0.062,0.107,1
PYHIN1,9.82422409762223e-05,0.167105388,0.409,0.424,1
CNPY2,9.83088972368568e-05,-0.118515089,0.215,0.287,1
HSPB11,9.90113521290567e-05,-0.044279823,0.179,0.232,1
TGFBR3,9.930728996674e-05,0.150373854,0.424,0.448,1
PNISR,9.9485634164011e-05,0.108589508,0.515,0.553,1
LYST,9.955698125168e-05,0.060704059,0.134,0.16,1
LITAF,9.95628620351348e-05,0.034483268,0.763,0.803,1
THAP11,9.97628459417618e-05,-0.152154809,0.169,0.241,1
REPS1,9.97844362180639e-05,-0.033843863,0.087,0.121,1
NAP1L1,9.99312719651444e-05,0.002193848,0.33,0.387,1
PLEKHM1,9.99617270415381e-05,0.004178429,0.102,0.13,1
BTBD6,0.000101166,0.027117365,0.116,0.138,1
CANX,0.000101203,0.004113086,0.405,0.464,1
ATP5PF,0.0001013,-0.025229994,0.382,0.451,1
DGCR6L,0.000101475,-0.045143158,0.191,0.244,1
PPP1CB,0.000101514,-0.072959836,0.12,0.169,1
IFI35,0.000101745,0.089746758,0.124,0.129,1
SNHG29,0.000102146,-0.043621942,0.694,0.782,1
CREBRF,0.000102291,0.003152994,0.131,0.161,1
MRPL52,0.000103128,-0.029976964,0.19,0.243,1
KDELR2,0.000103421,-0.000561525,0.13,0.16,1
DNAJC11,0.000103806,0.050807651,0.05,0.06,1
GPR89A,0.000104066,-0.135380824,0.037,0.081,1
SNRPA1,0.000104246,-0.140632152,0.2,0.276,1
NPLOC4,0.000104873,-0.120222651,0.092,0.146,1
RSRC1,0.000105344,0.02767532,0.142,0.164,1
LAPTM5,0.000105471,-0.140501822,0.828,0.907,1
FKBP11,0.000105486,-0.117743792,0.312,0.397,1
FBXO7,0.000105632,-0.0095628,0.242,0.292,1
KCNAB2,0.000106084,-0.024654255,0.302,0.359,1
SYNE2,0.000106328,0.082226458,0.617,0.667,1
ABT1,0.000107253,-0.143435628,0.133,0.196,1
GCC2,0.000107376,-0.001982862,0.295,0.349,1
COX8A,0.000107553,0.045768021,0.505,0.55,1
DCTN1,0.000107717,0.023238736,0.15,0.184,1
C16orf54,0.000107785,-0.193641064,0.135,0.205,1
ZNF276,0.000108851,0.068603839,0.256,0.292,1
ARHGAP27,0.000109051,0.028577695,0.093,0.119,1
FTSJ1,0.000109562,-0.061946278,0.122,0.166,1
MRPL54,0.000109585,-0.00231982,0.242,0.289,1
ECD,0.000111093,-0.09901719,0.076,0.124,1
UBTF,0.000111764,-0.093733234,0.191,0.254,1
EIF5A,0.000111827,-0.119240792,0.521,0.625,1
COX6B1,0.000112297,-0.013386681,0.642,0.721,1
PPOX,0.00011232,-0.063671636,0.053,0.088,1
ANO6,0.000112511,0.174964715,0.114,0.094,1
EIF4A1,0.000113188,-0.108647614,0.527,0.63,1
GLG1,0.000114016,0.081544461,0.325,0.359,1
SEM1,0.000114114,0.052129445,0.335,0.377,1
SLC25A22,0.00011417,-0.160349293,0.05,0.1,1
TMCO1,0.000115266,-0.062620739,0.177,0.236,1
CNN2,0.000116439,-0.140425331,0.529,0.634,1
COASY,0.000116522,-0.085800115,0.086,0.135,1
BCKDHA,0.000116563,-0.071445901,0.106,0.154,1
TERF2,0.000117492,0.053073368,0.074,0.081,1
CERS2,0.000117853,-0.072222707,0.171,0.232,1
SELENOT,0.000118097,-0.147612629,0.305,0.401,1
LSM2,0.000118411,-0.02088444,0.17,0.212,1
IL2RB,0.000118807,-0.139325858,0.224,0.306,1
WDR74,0.000118944,-0.164912521,0.089,0.145,1
CHD2,0.00011919,-0.020061041,0.288,0.346,1
UBR2,0.000119504,0.030802765,0.185,0.214,1
JAML,0.000119957,-0.108067189,0.045,0.08,1
PYROXD1,0.000120113,-0.129993578,0.078,0.131,1
IFNGR1,0.00012015,-0.137215547,0.093,0.15,1
FERMT3,0.000120521,-0.113576981,0.306,0.393,1
SRRT,0.0001211,-0.003946454,0.204,0.244,1
MT-ND2,0.000121379,0.030543687,0.894,0.894,1
CPQ,0.00012143,-0.065738111,0.081,0.119,1
ZC3HAV1,0.000121928,-0.011843895,0.331,0.382,1
AMZ2,0.000122099,-0.149637718,0.137,0.206,1
FLI1,0.000122591,-0.123389722,0.254,0.332,1
CD5,0.000122722,-0.121967315,0.384,0.477,1
USB1,0.000122771,-0.098075068,0.126,0.181,1
ASCC2,0.000123002,-0.131719784,0.114,0.173,1
POLR1D,0.000123754,0.058246696,0.349,0.387,1
BBX,0.000124771,0.046052045,0.192,0.219,1
DNAJA2,0.000126705,-0.069418238,0.204,0.268,1
NINJ1,0.00012709,-0.005368639,0.116,0.146,1
VSIR,0.000127118,-0.100077896,0.35,0.436,1
SLC25A29,0.000127589,-0.039502184,0.077,0.109,1
ALKBH6,0.000127836,-0.209864562,0.093,0.153,1
YIPF3,0.00012794,-0.046816967,0.16,0.208,1
EED,0.000128603,-0.003690126,0.08,0.107,1
MIB2,0.000129115,-0.020665754,0.181,0.226,1
AC025159.1,0.000129226,-0.030319123,0.108,0.14,1
NSL1,0.000131877,0.00903179,0.115,0.146,1
SUPV3L1,0.000132466,-0.022086352,0.083,0.111,1
CYTH2,0.000132545,0.017787078,0.07,0.095,1
KLHDC4,0.000132799,0.123605238,0.129,0.128,1
CAP1,0.000132951,-0.023977768,0.589,0.667,1
SSR2,0.000133094,-0.053185836,0.693,0.779,1
ZNF638,0.000133178,-0.09328544,0.187,0.256,1
RBM3,0.000133352,0.055232111,0.668,0.712,1
IFFO1,0.000133562,-0.01653984,0.083,0.111,1
USP24,0.000134137,0.21695622,0.166,0.145,1
FAM117A,0.000135045,-0.084576977,0.293,0.373,1
EIF4ENIF1,0.000135404,-0.053715959,0.037,0.064,1
PIK3IP1,0.000136064,-0.100405367,0.219,0.282,1
FAM76B,0.00013686,0.038085467,0.103,0.119,1
RHOA,0.000136868,-0.082040049,0.76,0.847,1
MED25,0.000136932,-0.064694341,0.057,0.09,1
PRKCQ,0.000137026,0.015151956,0.154,0.194,1
NUDCD3,0.000137614,-0.044282611,0.072,0.103,1
RUNX1,0.000138292,0.045466301,0.149,0.166,1
PTBP3,0.000138948,0.008654927,0.306,0.359,1
BEX4,0.000139649,-0.040263909,0.037,0.063,1
SUGT1,0.000140149,-0.133400783,0.145,0.205,1
MOAP1,0.000140561,-0.021789377,0.126,0.166,1
NMRK1,0.000140585,-0.021729756,0.129,0.169,1
USP9X,0.000141076,0.075513424,0.09,0.097,1
APOL2,0.000141439,-0.022125268,0.06,0.085,1
CLK3,0.000141698,-0.082265431,0.13,0.181,1
NUCKS1,0.000142137,0.055884698,0.427,0.469,1
RBM38,0.000142201,-0.07060007,0.219,0.284,1
PRR13,0.000143339,-0.072660503,0.56,0.648,1
ATXN2L,0.00014376,-0.092207498,0.236,0.308,1
MYD88,0.000144366,0.009425279,0.171,0.206,1
ITGAL,0.000144777,0.25368574,0.488,0.464,1
PBRM1,0.000145388,0.087682035,0.168,0.177,1
TMEM102,0.00014559,-0.051113691,0.037,0.064,1
TRAPPC10,0.000146039,0.110135162,0.268,0.282,1
PCIF1,0.000146111,-0.01049244,0.19,0.231,1
CHCHD7,0.000146631,-0.042927699,0.101,0.141,1
PRKD2,0.000147391,-0.017696184,0.104,0.139,1
RAMAC,0.000148252,-0.123446018,0.078,0.132,1
DLG1,0.00014829,-0.024418486,0.108,0.136,1
PLCL2,0.00014896,0.045511608,0.177,0.203,1
NT5C,0.000149471,0.149096126,0.259,0.261,1
RNF145,0.000150721,-0.002273729,0.091,0.12,1
NOP58,0.000151213,-0.131797197,0.198,0.272,1
ALDH6A1,0.000152259,-0.087303172,0.032,0.062,1
TMUB2,0.000152271,-0.095881525,0.086,0.132,1
TRAF3IP3,0.000152351,-0.068032384,0.568,0.662,1
AL662844.4,0.000152375,-0.102413692,0.025,0.059,1
TAGAP,0.000153066,-0.263338486,0.364,0.468,1
KAT7,0.00015313,-0.024429318,0.124,0.16,1
ZNF292,0.000153555,0.211794547,0.266,0.237,1
FOXO1,0.000154008,0.035564007,0.133,0.153,1
SEC31A,0.000154046,0.017004885,0.176,0.211,1
PDCD4,0.000154584,-0.155746857,0.252,0.328,1
ATP1A1,0.000154836,-0.095805043,0.248,0.323,1
ANKRD49,0.000156215,-0.020035386,0.112,0.151,1
EMB,0.00015716,-0.050706853,0.309,0.375,1
RAC1,0.00015724,-0.056865115,0.401,0.477,1
UGP2,0.000157562,-0.047834738,0.166,0.213,1
LILRB1,0.00015861,0.164766169,0.154,0.136,1
ADGRE5,0.000158684,0.079306402,0.397,0.438,1
ERAP1,0.000158716,0.02402075,0.126,0.147,1
DOCK8,0.000158869,0.006661718,0.249,0.29,1
ASH1L,0.000159216,0.11129825,0.247,0.265,1
ARHGAP12,0.000159237,-0.024502958,0.058,0.085,1
HIVEP3,0.000159594,0.052217889,0.095,0.114,1
SP140,0.000159984,-0.035822455,0.17,0.22,1
VPS11,0.00016011,0.003518496,0.058,0.081,1
PUM2,0.000160133,0.125733147,0.167,0.167,1
TNIP1,0.000160311,-0.041118858,0.231,0.295,1
CELF2,0.000160675,0.113201795,0.399,0.426,1
SGSH,0.00016068,-0.114016097,0.076,0.127,1
PPP2R2B,0.00016139,0.067487678,0.198,0.219,1
POMP,0.000162689,-0.15251157,0.248,0.337,1
MDH1,0.000163949,-0.032262603,0.231,0.283,1
HMGB1,0.000164159,-0.06851523,0.769,0.849,1
EML3,0.000165195,0.028080421,0.113,0.14,1
TPP2,0.000165617,0.008438716,0.148,0.179,1
KAT8,0.000165827,0.03853291,0.141,0.168,1
POLR2L,0.00016637,0.07225598,0.455,0.501,1
TAP1,0.000166403,0.092301008,0.389,0.411,1
TOR1AIP1,0.00016695,-0.020633394,0.132,0.172,1
CDK11A,0.000167182,-0.04524852,0.147,0.192,1
BCCIP,0.000167443,-0.10920525,0.132,0.19,1
APOL6,0.00016859,0.232926523,0.188,0.16,1
KIF2A,0.000169439,-0.10719264,0.451,0.536,1
SLC30A7,0.000169509,-0.078132797,0.065,0.101,1
ANKRD10,0.000170463,0.01878583,0.152,0.185,1
CSNK1G3,0.000170963,-0.099124325,0.077,0.124,1
DNAJB6,0.00017122,0.002019918,0.286,0.344,1
VPS36,0.000171428,-0.000976195,0.216,0.258,1
ATRX,0.000171508,0.176564704,0.409,0.416,1
OS9,0.000173257,-0.098334937,0.214,0.281,1
ZDHHC3,0.000173279,0.032502621,0.1,0.122,1
CIRBP,0.000173438,-0.06637809,0.765,0.846,1
RNF7,0.000173542,-0.101567253,0.309,0.392,1
PRRC2C,0.000173718,0.057455039,0.511,0.568,1
CES1,0.000173766,0.203558188,0.164,0.147,1
ATP8A1,0.00017472,0.151904709,0.156,0.144,1
MAP3K8,0.000176327,-0.209987801,0.133,0.204,1
ENO2,0.00017635,-0.133487421,0.076,0.124,1
PRPF19,0.000176814,-0.055779717,0.116,0.156,1
SPOCK2,0.000176983,0.001880077,0.537,0.601,1
USP5,0.000178443,-0.147091991,0.055,0.106,1
LPIN1,0.000179142,0.219864263,0.17,0.141,1
NLRC5,0.000179267,0.254895789,0.254,0.239,1
RNASEH2C,0.000180228,-0.065750974,0.155,0.208,1
ANKRD11,0.000180369,0.086363981,0.369,0.412,1
KBTBD4,0.000181304,-0.105648486,0.046,0.086,1
CLIP4,0.000182345,-0.069164718,0.087,0.129,1
CEP350,0.000183711,-0.01498692,0.218,0.265,1
ZNF384,0.000184215,0.012671586,0.104,0.13,1
CTSF,0.00018452,-0.147835908,0.063,0.113,1
SSRP1,0.000185203,-0.102136183,0.133,0.187,1
ATG5,0.000185579,-0.071091822,0.133,0.185,1
CTR9,0.000186138,-0.072477818,0.15,0.201,1
USP33,0.000187003,-0.017014102,0.142,0.185,1
SEPTIN7,0.000188966,0.072715897,0.71,0.751,1
EIF3B,0.000189342,-0.046034793,0.191,0.244,1
COX4I1,0.000189699,0.087466018,0.892,0.928,1
SDHC,0.000190235,-0.157550583,0.226,0.311,1
POLR2J3,0.000190626,-0.025653835,0.129,0.172,1
ACO2,0.000192141,-0.099635834,0.118,0.172,1
VBP1,0.00019328,-0.063720813,0.076,0.116,1
HLA-C,0.000193772,0.033184996,0.995,0.998,1
NCF1,0.000194445,-0.089730676,0.034,0.062,1
AHNAK,0.000194504,0.196958965,0.779,0.8,1
DYRK2,0.000194668,0.119916701,0.165,0.167,1
CLPTM1L,0.000195001,0.005138491,0.147,0.179,1
RAE1,0.000196293,-0.069183752,0.049,0.087,1
GNB2,0.000196676,-0.088903293,0.441,0.529,1
PPP1CC,0.000196941,-0.119065791,0.237,0.313,1
CMKLR1,0.000197574,0.169459413,0.093,0.061,1
ZC3H13,0.000198302,0.174261564,0.198,0.185,1
PFDN5,0.000198448,0.017546196,0.916,0.963,1
TRAM1,0.000199,-0.159577068,0.35,0.451,1
MED4,0.00019936,-0.01898977,0.172,0.218,1
UBE2I,0.000199617,-0.108267337,0.355,0.442,1
TUBB4B,0.00019995,-0.104698893,0.175,0.244,1
TOB1,0.000201649,-0.090705968,0.198,0.258,1
EFHD2,0.000202889,0.044255454,0.833,0.856,1
ATF7IP,0.000203221,0.126476537,0.258,0.268,1
XRN2,0.000203505,-0.09617629,0.258,0.326,1
ZNF277,0.000203545,-0.112401696,0.063,0.107,1
PRPF4B,0.000204155,0.10816496,0.428,0.452,1
SLC3A2,0.000204776,-0.141765992,0.206,0.285,1
RRAGA,0.000205647,-0.118107978,0.091,0.143,1
UBE2R2,0.000206017,-0.055607806,0.214,0.269,1
WDR33,0.000207946,0.014310153,0.202,0.241,1
ARHGEF3,0.000208439,-0.016640978,0.285,0.341,1
RBM4,0.000209258,-0.068581121,0.173,0.233,1
THOC2,0.000209293,0.113771008,0.196,0.202,1
ATP5MC1,0.000209574,0.014952236,0.231,0.269,1
OXNAD1,0.000210985,-0.11577992,0.134,0.186,1
UQCR10,0.000211268,-0.109513086,0.465,0.559,1
RNF170,0.000213258,-0.034518096,0.037,0.061,1
ULK3,0.000213554,0.07908702,0.16,0.167,1
PSENEN,0.000213574,0.038349687,0.181,0.207,1
RAB1A,0.000214091,-0.097224472,0.096,0.145,1
PPWD1,0.000214505,0.022896824,0.102,0.12,1
CAMK2G,0.000214653,-0.042267062,0.085,0.122,1
SYF2,0.000214654,0.023028824,0.329,0.382,1
THEMIS,0.000215781,-0.093742742,0.33,0.412,1
BST2,0.00021621,-0.069937252,0.321,0.394,1
GTF3C1,0.000217058,0.090112356,0.148,0.163,1
CD226,0.000217134,0.054395406,0.202,0.233,1
BRMS1,0.000217275,0.013683456,0.154,0.183,1
PTGDR,0.000218357,-0.191031138,0.275,0.371,1
EMC10,0.000219451,-0.04541448,0.187,0.235,1
POLR2G,0.000220002,0.062106318,0.277,0.305,1
IK,0.000220164,0.002307566,0.34,0.395,1
BLOC1S6,0.00022018,0.009227913,0.133,0.163,1
TGFBR2,0.000220374,0.056996204,0.298,0.335,1
ACBD6,0.000220443,-0.074824899,0.144,0.194,1
CAND1,0.000220561,0.113112035,0.122,0.128,1
TMUB1,0.000221238,0.108565545,0.22,0.229,1
GTF3C6,0.000222701,0.024978114,0.172,0.199,1
DDX39A,0.000223604,0.059222093,0.282,0.319,1
ZNF22,0.000225312,-0.046661568,0.167,0.214,1
CDC42SE1,0.000225846,-0.007739773,0.46,0.529,1
GAB3,0.000226172,0.222312712,0.227,0.199,1
NENF,0.000226415,0.023802498,0.225,0.256,1
MAD2L2,0.000226478,-0.071057042,0.152,0.199,1
PSMC2,0.000227605,-0.053766591,0.083,0.124,1
MAP3K11,0.000228377,-0.032705929,0.097,0.128,1
NELFA,0.000229346,-0.040894697,0.058,0.089,1
APLP2,0.000230493,0.055772311,0.133,0.153,1
HSD17B11,0.000230737,-0.160263156,0.207,0.285,1
LSM7,0.000231168,-0.075895451,0.447,0.529,1
PRDX2,0.000231472,-0.117233218,0.359,0.443,1
MAP4K1,0.000232309,0.113828339,0.221,0.23,1
FLOT2,0.000232348,-0.119708488,0.256,0.333,1
PCF11,0.000232605,-0.044236161,0.16,0.209,1
RASSF5,0.000233473,-0.011748326,0.327,0.385,1
MRPS28,0.000234297,-0.132605829,0.047,0.089,1
TFDP2,0.000236393,0.173821977,0.253,0.246,1
GABPB1-AS1,0.000236876,-0.094943084,0.113,0.161,1
MRPL3,0.000237763,-0.106399064,0.104,0.155,1
SF3B4,0.000239866,-0.149427628,0.207,0.284,1
CD320,0.000243087,0.046563306,0.267,0.3,1
MAN2B1,0.000243254,-0.004057835,0.177,0.211,1
AP2S1,0.000244263,0.049160046,0.271,0.304,1
MRPL19,0.000244606,0.084345626,0.072,0.078,1
CD63,0.000245837,-0.004799112,0.329,0.383,1
WDR11,0.00024618,-0.016730165,0.046,0.068,1
GMFG,0.000246184,-0.097573552,0.592,0.68,1
MRPS6,0.000247194,-0.164769523,0.198,0.276,1
HTT,0.000247804,0.194491723,0.12,0.097,1
TBC1D10A,0.000247959,-0.116942806,0.122,0.183,1
IVNS1ABP,0.000248229,-0.105030095,0.11,0.162,1
TBP,0.000248788,-0.065019701,0.087,0.125,1
NUCB2,0.00024918,-0.134336527,0.26,0.337,1
AFF4,0.000249192,0.122786515,0.243,0.247,1
NDUFA9,0.000249787,-0.168452254,0.123,0.192,1
MYC,0.000250104,-0.167850021,0.032,0.056,1
USP9Y,0.000251054,-0.033460371,0.156,0.202,1
MAT2B,0.000251632,-0.163932487,0.287,0.382,1
ARRDC2,0.000252325,-0.100447889,0.14,0.198,1
ZNF32,0.000252385,-0.146524187,0.106,0.162,1
POLM,0.00025381,-0.045941327,0.074,0.109,1
COX7C,0.000255209,-0.10139671,0.76,0.837,1
PIEZO1,0.000255285,0.081910915,0.093,0.108,1
SYT11,0.000255346,0.071908299,0.154,0.166,1
SPAG7,0.000255583,-0.071437846,0.168,0.224,1
RCN2,0.000256543,-0.115883036,0.179,0.245,1
CCT4,0.000257043,0.04990867,0.334,0.373,1
NDUFA3,0.000258062,-0.101510356,0.316,0.387,1
SNHG15,0.000258417,-0.002631044,0.171,0.214,1
CALM3,0.000260454,-0.017906305,0.406,0.465,1
RNH1,0.00026204,-0.088144144,0.227,0.296,1
RSBN1,0.000262359,-0.008402985,0.19,0.23,1
TRIM27,0.000263528,-0.054448408,0.112,0.151,1
VAV3,0.000263692,0.026761118,0.164,0.196,1
TIMM17B,0.000265891,0.007190572,0.173,0.203,1
ARPC5L,0.000266253,-0.067407889,0.399,0.479,1
DCAF15,0.00026651,-0.119962845,0.133,0.194,1
CD27,0.00026687,-0.022855579,0.097,0.124,1
MAGOH,0.000270614,-0.142584928,0.24,0.318,1
ZNF880,0.00027214,-0.055705874,0.047,0.076,1
PHF10,0.000272352,-0.078834878,0.073,0.116,1
RHBDF2,0.000272676,0.173412367,0.143,0.123,1
CLEC2D,0.000273533,-0.065398331,0.433,0.514,1
