Supplementary Data 2E. Differential gene expression in CD8A+ T cells at 12 vs 32 weeks,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
PTPN2,4.4620611888478e-14,-0.142053473,0.128,0.235,7.49670900338319e-10
RNF113A,4.55833457623954e-14,-0.136325157,0.084,0.187,7.65845792154006e-10
PXN,4.56262672043543e-14,-0.181990011,0.229,0.414,7.66566915300356e-10
TSEN15,4.60325011571688e-14,-0.057152036,0.107,0.195,7.73392051941592e-10
SLAMF6,4.63111108843293e-14,-0.07435485,0.151,0.245,7.78072973967617e-10
CAMK4,4.66900601790261e-14,-0.125160077,0.128,0.213,7.84439701067817e-10
KLF3,4.67345283998002e-14,-0.029495503,0.363,0.51,7.85186811645043e-10
NUB1,4.68852689612968e-14,-0.0175897,0.161,0.261,7.87719403818747e-10
RAP2B,4.76330858419888e-14,0.017192448,0.164,0.249,8.00283475231254e-10
LSM10,4.84167114830227e-14,-0.007624387,0.131,0.204,8.13449169626265e-10
RHOC,4.89801069116691e-14,0.158929,0.249,0.299,8.22914776222953e-10
MYD88,4.98206217354549e-14,-0.145101479,0.103,0.22,8.37036265777378e-10
GLIPR2,5.04853882567838e-14,-0.123981012,0.148,0.269,8.48205008102224e-10
NFKB1,5.0708974298344e-14,-0.001292975,0.093,0.158,8.51961477186478e-10
UROD,5.15577458140625e-14,-0.070214515,0.057,0.126,8.66221687422064e-10
HMGN4,5.30362562769316e-14,-0.160370608,0.158,0.298,8.91062141708727e-10
TMEM147,5.54128256305172e-14,-0.084335854,0.137,0.241,9.3099088341832e-10
PDIA6,5.57732127060351e-14,-0.25881437,0.245,0.448,9.37045746674095e-10
MKRN1,5.59696237169954e-14,-0.167187922,0.129,0.255,9.40345648069239e-10
TXNL4A,5.59838283864048e-14,-0.091822771,0.28,0.448,9.40584300719987e-10
NCKAP1L,5.6116787227279e-14,-0.16087063,0.129,0.257,9.42818142205515e-10
CCDC25,5.62555638640818e-14,0.026038286,0.104,0.165,9.45149728480438e-10
HAX1,5.63641883037138e-14,0.011022345,0.142,0.228,9.46974727690695e-10
LAMTOR5,5.647945464588e-14,-0.185945242,0.15,0.29,9.48911317505429e-10
MMGT1,5.71957131300954e-14,0.056617751,0.095,0.154,9.60945176298733e-10
PRRC2B,5.78681069988986e-14,-0.039232708,0.17,0.28,9.72242065688496e-10
HNRNPUL1,5.80247760289498e-14,-0.126202716,0.258,0.42,9.74874262062386e-10
COX7B,5.81596803567854e-14,0.003856547,0.29,0.429,9.77140789674351e-10
CSRNP1,5.92892773599626e-14,-0.269589581,0.064,0.186,9.96119148924732e-10
SNHG1,5.98296607827846e-14,-0.24664354,0.125,0.28,1.00519813081156e-09
PITHD1,6.01653069173332e-14,-0.184350172,0.124,0.263,1.01083732151812e-09
ZC3H15,6.05145777229923e-14,-0.075724381,0.213,0.354,1.01670542032399e-09
TRAPPC12,6.14322323306887e-14,-0.01445756,0.066,0.125,1.0321229353879e-09
PSMD2,6.17888499688195e-14,-0.191492961,0.154,0.301,1.03811446832614e-09
SMC3,6.20849660995469e-14,-0.154524812,0.107,0.214,1.04308951543849e-09
USP1,6.24274003267152e-14,-0.000995716,0.1,0.163,1.04884275288914e-09
SMARCB1,6.25014191745417e-14,-0.024068856,0.118,0.196,1.05008634355147e-09
METTL23,6.26956463744411e-14,-0.097524847,0.133,0.243,1.05334955473699e-09
PIM1,6.30734378134207e-14,-0.349451198,0.219,0.412,1.05969682870328e-09
STK4,6.32803019058397e-14,-0.061598486,0.467,0.65,1.06317235232001e-09
DNAJC19,6.33451461597982e-14,0.049678073,0.162,0.226,1.06426180063077e-09
EOMES,6.3459726712859e-14,-0.177072547,0.15,0.292,1.06618686850274e-09
PDCD6IP,6.4599192667204e-14,-0.197157545,0.122,0.269,1.08533103600169e-09
RING1,6.47778264965333e-14,-0.217549272,0.066,0.176,1.08833226296826e-09
MATK,6.49601719662853e-14,-0.028544729,0.357,0.525,1.09139584920556e-09
CIR1,6.50664052595325e-14,-0.067630563,0.105,0.193,1.09318067476541e-09
SYF2,6.52806730843868e-14,0.069994832,0.286,0.384,1.09678058849078e-09
TSSC4,6.53137746686372e-14,-0.139308789,0.082,0.179,1.09733672820777e-09
ZNF148,6.58203750503949e-14,-0.065905393,0.116,0.205,1.10584812122168e-09
AP1M1,6.67754581697149e-14,-0.13123929,0.141,0.261,1.12189447270938e-09
TMOD3,6.72633218974276e-14,-0.114873966,0.193,0.344,1.13009107119868e-09
NDUFA4,6.75683674738807e-14,-0.022946754,0.473,0.646,1.13521614192867e-09
MTCH1,6.78747981491634e-14,-0.351005033,0.154,0.372,1.14036448370409e-09
LY9,6.90847433189896e-14,0.139670396,0.198,0.242,1.16069277250235e-09
RPS20,6.91150206996983e-14,0.393800038,0.446,0.457,1.16120146277563e-09
PA2G4,6.9432455944686e-14,0.105660864,0.31,0.403,1.16653469232667e-09
MRPL52,7.02303479046444e-14,0.061930962,0.15,0.209,1.17994007514593e-09
TRANK1,7.04608382125777e-14,-0.058464194,0.116,0.205,1.18381254280952e-09
LSM8,7.07347757438065e-14,-0.126945392,0.253,0.402,1.18841496727169e-09
RPL22L1,7.11458780487111e-14,-0.240135875,0.228,0.425,1.19532189709639e-09
SRRT,7.11659902892519e-14,-0.240681325,0.134,0.293,1.19565980284972e-09
MECP2,7.16109241457073e-14,0.150114974,0.142,0.169,1.20313513657203e-09
TMEM179B,7.17196193594887e-14,-0.239927348,0.144,0.295,1.20496132485877e-09
FKBP11,7.44827200441725e-14,0.176123724,0.304,0.354,1.25138417946214e-09
YWHAB,7.520374246701e-14,-0.168779608,0.604,0.815,1.26349807718823e-09
RFXANK,8.07261792895929e-14,-0.048125504,0.079,0.145,1.35628053824445e-09
CPNE3,8.08842517442544e-14,-0.113578271,0.129,0.246,1.35893631355522e-09
ZEB2,8.25621489716451e-14,0.054132972,0.495,0.617,1.38712666487261e-09
DYNLT3,8.27827293813935e-14,-0.032550243,0.092,0.165,1.39083263633679e-09
RNASEK,8.46635800567158e-14,-0.029398521,0.573,0.754,1.42243280853288e-09
GTF2F1,8.47955020186663e-14,-0.062822508,0.118,0.219,1.42464922941561e-09
REV3L,8.62890690992043e-14,-0.123535717,0.062,0.147,1.44974264993573e-09
LIME1,8.66224266006065e-14,0.102537529,0.605,0.74,1.45534338931679e-09
SCAF11,8.72441590195019e-14,0.025413707,0.278,0.392,1.46578911568665e-09
CYLD,8.77931171066211e-14,-0.076198042,0.161,0.267,1.47501216050834e-09
TAX1BP3,9.02321069123742e-14,-0.028006753,0.041,0.078,1.5159896282348e-09
RAB4A,9.09324225099485e-14,-0.143995635,0.118,0.226,1.52775563058964e-09
UBR2,9.30409516672915e-14,-0.097954517,0.122,0.228,1.56318102896216e-09
REPIN1,9.36211608293988e-14,-0.135556123,0.038,0.107,1.57292912309473e-09
RHOF,9.37944464171567e-14,-0.140918454,0.301,0.483,1.57584049425465e-09
TAF1D,9.39030934346698e-14,-0.175442729,0.187,0.332,1.57766587279589e-09
CYCS,9.49594044276139e-14,0.11511524,0.237,0.317,1.59541295378834e-09
CTSC,9.51623311382416e-14,-0.274728869,0.419,0.667,1.5988223254536e-09
ZNF831,9.60209718341344e-14,0.043962795,0.1,0.148,1.61324834778529e-09
BANF1,9.67830189051862e-14,0.025129173,0.206,0.297,1.62605150062603e-09
ELOC,9.75875956663335e-14,-0.145648227,0.137,0.267,1.63956919479007e-09
RPL7L1,1.00053175211742e-13,-0.198275379,0.078,0.186,1.68099339673247e-09
INPP4B,1.01808197296216e-13,0.073112842,0.057,0.083,1.71047952277372e-09
KMT2B,1.01895020495241e-13,-0.269206615,0.048,0.159,1.71193823934055e-09
TBRG1,1.02853784157288e-13,-0.04131388,0.213,0.334,1.7280464276266e-09
LINC01578,1.04137684945121e-13,-0.323798043,0.439,0.691,1.74961724476299e-09
PTGES2,1.04280566775547e-13,-0.065660109,0.079,0.153,1.75201780239597e-09
PSMA1,1.08993908277783e-13,-0.097044737,0.213,0.351,1.83120665297504e-09
CABIN1,1.09027773059923e-13,-0.159506226,0.084,0.187,1.83177561517977e-09
FUNDC2,1.09322434534866e-13,-0.089471702,0.148,0.269,1.83672622262028e-09
CALM2,1.09778700763806e-13,-0.438186178,0.391,0.691,1.84439195153271e-09
RABGAP1L,1.09989972181828e-13,-0.0958165,0.196,0.33,1.8479415226269e-09
CREBZF,1.13748196579854e-13,-0.083552099,0.13,0.218,1.91108345073812e-09
IFRD1,1.14806870746937e-13,-0.26587212,0.068,0.2,1.92887023541928e-09
TUBA1A,1.15254560951962e-13,-0.203474341,0.347,0.55,1.93639187855391e-09
SERTAD1,1.15774257615521e-13,-0.706425978,0.114,0.379,1.94512330219837e-09
SEC62,1.1672318702576e-13,0.167585384,0.282,0.349,1.96106626521979e-09
YIPF3,1.17983670631243e-13,-0.151056976,0.108,0.222,1.98224365027551e-09
TCTA,1.18039822112122e-13,-0.000649273,0.079,0.123,1.98318705130576e-09
RASSF1,1.18749043146426e-13,-0.31358084,0.335,0.573,1.9951026739031e-09
SDHB,1.18803364603709e-13,-0.007963231,0.109,0.177,1.99601532870691e-09
SKP1,1.19004361563623e-13,-0.238498532,0.452,0.696,1.99939227863044e-09
COX16,1.20459982075344e-13,0.183129002,0.149,0.172,2.02384815884785e-09
LDHA,1.20839592177943e-13,-0.458713125,0.329,0.633,2.03022598818162e-09
RPS17,1.20947089462073e-13,0.229071353,0.487,0.568,2.03203205005228e-09
TESK1,1.21759479896916e-13,-0.307487245,0.016,0.12,2.04568102174809e-09
WASHC1,1.22513332552052e-13,-0.219846645,0.167,0.322,2.05834650020703e-09
OST4,1.22685557835561e-13,0.235823154,0.676,0.768,2.06124005719526e-09
CYTH1,1.23639383101387e-13,-0.21645382,0.364,0.581,2.07726527548641e-09
PCM1,1.25313382781406e-13,-0.018239349,0.221,0.34,2.1053901441104e-09
CHD2,1.25347632373452e-13,0.144209025,0.218,0.289,2.10596557150636e-09
ARL16,1.26629893953864e-13,-0.123909993,0.082,0.173,2.12750884831887e-09
NDUFS2,1.29142513751364e-13,-0.13852644,0.122,0.246,2.16972337353667e-09
C12orf75,1.29277238903422e-13,-0.136470026,0.262,0.445,2.1719868908164e-09
AP2B1,1.29391849829801e-13,0.194547144,0.157,0.177,2.17391246899048e-09
TRAF3IP3,1.3057174463805e-13,-0.005051045,0.436,0.591,2.19373588166387e-09
COMMD2,1.32854447151918e-13,-0.067128878,0.093,0.184,2.23208756659937e-09
CELF2,1.33098237521243e-13,0.05226122,0.301,0.421,2.2361834885944e-09
ATF4,1.33869921022488e-13,-0.119787931,0.131,0.247,2.24914854309881e-09
ITGAL,1.34064748275272e-13,-0.086917045,0.351,0.529,2.25242183577284e-09
RASSF7,1.3595354273994e-13,-0.186627039,0.098,0.212,2.28415547157374e-09
DEF6,1.36546826587438e-13,-0.163596475,0.198,0.361,2.29412323349555e-09
SH2D1A,1.3907114926567e-13,-0.039035545,0.175,0.28,2.33653437881252e-09
JAK1,1.41004454929036e-13,-0.282311198,0.5,0.74,2.36901584726273e-09
MRPS12,1.41148812967765e-13,-0.048916412,0.096,0.168,2.37144120667142e-09
VAV3,1.41752694122984e-13,0.135104135,0.148,0.185,2.38158701396025e-09
TESC,1.42652719553143e-13,0.094321875,0.092,0.12,2.39670834121235e-09
FAAP20,1.42668321972442e-13,0.046691134,0.195,0.278,2.396970477459e-09
TOR2A,1.45167998965046e-13,0.041086045,0.092,0.143,2.43896755061174e-09
DENND1C,1.45296029800476e-13,-0.037001562,0.144,0.246,2.4411185966778e-09
KPNA4,1.45704021638754e-13,-0.04196113,0.127,0.218,2.44797326755271e-09
RAF1,1.46287587269944e-13,-0.014929459,0.079,0.151,2.45777775372233e-09
ARPC1A,1.46344140099139e-13,-0.160805204,0.057,0.145,2.45872789780563e-09
ACIN1,1.4792824910384e-13,-0.190174742,0.154,0.297,2.48534251319361e-09
FLII,1.49067879634277e-13,-0.175337068,0.09,0.213,2.50448944573549e-09
INPP4A,1.49208233376498e-13,-0.042434314,0.148,0.265,2.50684752895854e-09
NDUFS8,1.50040981321161e-13,0.02344732,0.241,0.36,2.52083852717683e-09
URM1,1.50472637426948e-13,0.040754738,0.132,0.199,2.52809078141015e-09
UBE4B,1.52207953469748e-13,0.065152617,0.066,0.092,2.55724582624524e-09
CNOT8,1.5244153234611e-13,-0.098908266,0.088,0.186,2.56117018494699e-09
CTSH,1.54850014911936e-13,0.070214736,0.068,0.101,2.60163510053543e-09
S100A11,1.5616124903972e-13,-0.192533396,0.316,0.511,2.62366514511634e-09
AC243960.1,1.5731732523707e-13,-0.031026715,0.135,0.229,2.64308838130801e-09
RABL6,1.57456860289185e-13,-0.177743107,0.125,0.255,2.64543270971859e-09
NFATC3,1.5994912303034e-13,-0.118531935,0.195,0.333,2.68730521603273e-09
GNAI2,1.59955523678521e-13,-0.586586052,0.526,0.834,2.68741275332283e-09
DIDO1,1.61280830404681e-13,-0.060932776,0.094,0.171,2.70967923162904e-09
LMF2,1.61611538583081e-13,-0.145575315,0.122,0.242,2.71523545973434e-09
DEDD2,1.65344686233469e-13,-0.025346939,0.102,0.17,2.77795607340851e-09
AP5Z1,1.70487622401439e-13,-0.24111736,0.032,0.125,2.86436254396658e-09
SAMHD1,1.71250469983033e-13,0.036745327,0.396,0.525,2.87717914618494e-09
HSF1,1.75535881172047e-13,-0.183427668,0.107,0.233,2.94917833957156e-09
AKR7A2,1.77365843795024e-13,-0.064540178,0.107,0.196,2.97992354160019e-09
RETREG2,1.78622624481612e-13,-0.257645739,0.102,0.247,3.00103871391556e-09
RASGRP1,1.80984824833669e-13,-0.160805673,0.174,0.319,3.04072604203047e-09
GSPT1,1.81709749949133e-13,-0.07007947,0.201,0.328,3.05290550889538e-09
FAM13B,1.87530247446579e-13,-0.063967437,0.103,0.183,3.15069568734997e-09
ILK,1.87792294561898e-13,-0.207215008,0.098,0.225,3.15509834093444e-09
PGP,1.89528883411636e-13,-0.220313285,0.106,0.239,3.18427477019889e-09
PCED1B-AS1,1.90447850158654e-13,0.090101762,0.676,0.805,3.19971433051555e-09
TFDP2,1.9421740897136e-13,-0.006310115,0.168,0.273,3.26304668812782e-09
UPP1,1.94679561812604e-13,0.029056593,0.176,0.267,3.27081131801355e-09
TBC1D10A,1.96703393084745e-13,-0.181250147,0.088,0.205,3.3048137072168e-09
CMTM7,1.97442718461102e-13,0.019683031,0.111,0.175,3.31723511286497e-09
PDCD7,1.99282995527662e-13,-0.134344605,0.103,0.209,3.34815360786025e-09
ATRX,2.01331110095595e-13,0.015097413,0.325,0.432,3.38256398071609e-09
ERP44,2.03936954386461e-13,-0.068245086,0.135,0.228,3.42634477064694e-09
SMAP1,2.05798112442543e-13,-0.122595729,0.162,0.282,3.45761408714717e-09
LPIN2,2.06631064009067e-13,0.024189099,0.12,0.196,3.47160850641633e-09
HNRNPH1,2.07136381133546e-13,-0.168362092,0.167,0.318,3.48009833942471e-09
PRDX4,2.07948319213297e-13,0.059216181,0.064,0.088,3.4937397111026e-09
CSTB,2.0840709845546e-13,-0.206126917,0.286,0.497,3.50144766115018e-09
ORMDL1,2.08801168222361e-13,-0.248156651,0.13,0.283,3.50806842730389e-09
DDRGK1,2.08875855846521e-13,0.035640918,0.127,0.192,3.50932325407739e-09
SF1,2.09022361675779e-13,-0.000929165,0.491,0.646,3.51178469851477e-09
PCBP1-AS1,2.14381431475864e-13,0.001037145,0.083,0.133,3.60182243022599e-09
MBNL1,2.16677242630143e-13,0.016010295,0.52,0.678,3.64039435342904e-09
PSMD13,2.22882297992855e-13,-0.245706118,0.135,0.297,3.74464548857797e-09
COX7A2,2.25094922202991e-13,-0.078921982,0.391,0.592,3.78181978793245e-09
DCAF8,2.26145556414497e-13,-0.13979279,0.105,0.205,3.79947149331996e-09
NIN,2.27738565379463e-13,0.015455508,0.116,0.179,3.82623563694037e-09
ABTB1,2.29434138649142e-13,-0.295827271,0.114,0.267,3.85472296344423e-09
MRFAP1,2.30007940650671e-13,-0.142750774,0.113,0.233,3.86436341087192e-09
TBC1D2B,2.30893025692374e-13,-0.228943762,0.049,0.142,3.87923372465758e-09
AC020916.1,2.30936811199952e-13,-0.48797414,0.136,0.338,3.87996936497039e-09
U2SURP,2.35117311289541e-13,-0.109958093,0.23,0.383,3.95020594697558e-09
CAMK2N1,2.35433556938672e-13,-0.173380703,0.069,0.165,3.95551919012663e-09
NINJ1,2.40482812312051e-13,0.050686041,0.09,0.13,4.04035172965477e-09
GLRX,2.43385270066993e-13,-0.186064576,0.16,0.308,4.08911592239555e-09
ZAP70,2.45745804680711e-13,-0.294576242,0.411,0.666,4.12877526444063e-09
ATP5PD,2.45853103003606e-13,0.00541959,0.269,0.382,4.13057798356359e-09
CBLB,2.49247034708589e-13,0.078458935,0.204,0.265,4.187599430139e-09
FCMR,2.51200799253194e-13,0.078184443,0.251,0.345,4.22042462825291e-09
MTCH2,2.51379622998482e-13,-0.017893576,0.078,0.144,4.22342904599749e-09
LENG8,2.54278250288978e-13,-0.058491361,0.139,0.251,4.27212888310512e-09
RBIS,2.54394208938768e-13,0.078083768,0.213,0.299,4.27407710438024e-09
CUL4A,2.55956255867892e-13,-0.129244274,0.125,0.245,4.30032105483645e-09
TLE4,2.58156216858833e-13,-0.258204156,0.152,0.317,4.33728259944525e-09
SMDT1,2.62622630389886e-13,0.036198755,0.292,0.401,4.41232281318047e-09
GLUL,2.65844856612906e-13,-0.248186348,0.128,0.293,4.46645943595343e-09
CAPN1,2.68183441624837e-13,-0.186387698,0.131,0.267,4.50575000273888e-09
DNPEP,2.70186971400635e-13,-0.11664874,0.087,0.176,4.53941130650207e-09
PIGT,2.70340228893443e-13,-0.099733202,0.126,0.226,4.54198618563873e-09
GNB2,2.70464721773351e-13,-0.246468741,0.355,0.602,4.54407779051407e-09
GABARAP,2.71329744705439e-13,-0.103501122,0.53,0.734,4.55861104079608e-09
RHOB,2.7171538334972e-13,-0.388440375,0.056,0.191,4.56509015565865e-09
MPC1,2.75373496376525e-13,-0.1137621,0.09,0.184,4.626550112622e-09
SSB,2.77097298298043e-13,-0.041429942,0.219,0.343,4.65551170870542e-09
CCT7,2.81790932460281e-13,-0.182744063,0.228,0.389,4.73436945626519e-09
HNRNPF,2.84399377925179e-13,-0.27520697,0.33,0.578,4.77819394852093e-09
CLN3,2.87748159568276e-13,-0.129924304,0.111,0.227,4.83445682890661e-09
RMND5A,2.87989989944749e-13,-0.071259397,0.099,0.194,4.83851982106173e-09
RNF126,2.88210050197838e-13,-0.435594103,0.171,0.409,4.84221705337387e-09
SDHAF2,2.90017854745544e-13,-0.054101905,0.137,0.237,4.87258997757989e-09
ZFAND5,2.95815950031191e-13,-0.177204148,0.105,0.226,4.97000377647404e-09
TRAPPC6A,3.00446552523241e-13,0.088968687,0.154,0.201,5.04780252894297e-09
SPAG9,3.0162709885474e-13,-0.135793624,0.092,0.187,5.06763688785848e-09
CLTB,3.02621592448703e-13,-0.029922016,0.164,0.26,5.08434537473065e-09
CNPPD1,3.02881417305361e-13,-0.217463158,0.135,0.289,5.08871069214737e-09
PRKRIP1,3.0336774249253e-13,-0.093304973,0.079,0.157,5.096881441617e-09
CHMP2A,3.05151743933864e-13,0.070054115,0.143,0.202,5.12685444983285e-09
CLPP,3.0594889072353e-13,0.0673162,0.156,0.218,5.14024731304602e-09
SLC44A2,3.05953279211769e-13,-0.338528222,0.172,0.378,5.14032104403692e-09
RPS6KA3,3.07380888381939e-13,-0.18799892,0.091,0.19,5.16430630570496e-09
KATNBL1,3.10234113161004e-13,-0.011426632,0.07,0.121,5.21224333521802e-09
KLRG1,3.128151116404e-13,-0.142379406,0.372,0.541,5.25560669067036e-09
PDAP1,3.1405349103759e-13,0.017886281,0.193,0.29,5.27641270292256e-09
CYB5A,3.15017605071744e-13,-0.087014002,0.047,0.107,5.29261078281037e-09
SLC66A3,3.16246861106392e-13,-0.159157198,0.103,0.223,5.31326351344849e-09
VBP1,3.19552614179736e-13,-0.037272882,0.064,0.12,5.36880347083374e-09
APOBEC3C,3.20798293397449e-13,-0.044923503,0.125,0.217,5.38973212737054e-09
CCDC92,3.22670686717708e-13,-0.100354949,0.107,0.193,5.42119020754422e-09
C1orf52,3.25589575284964e-13,-0.199649754,0.09,0.211,5.47023045436269e-09
PYCARD,3.28340341852332e-13,-0.007048848,0.194,0.285,5.51644608346104e-09
DOK2,3.29890159667237e-13,-0.107752358,0.239,0.388,5.54248457256925e-09
GNG5,3.30079959951374e-13,-0.087872208,0.305,0.474,5.54567340714303e-09
PPP1R35,3.31511994185259e-13,-0.30039486,0.097,0.249,5.56973301430654e-09
MRPS2,3.32025690733525e-13,-0.075253819,0.055,0.118,5.57836363001396e-09
PCGF5,3.33777673455544e-13,-0.014423622,0.132,0.207,5.60779869172659e-09
TP53I13,3.37226292110483e-13,-0.217791505,0.086,0.199,5.66573893374822e-09
ATP5MC1,3.39953678444875e-13,0.026915819,0.155,0.234,5.71156175155234e-09
GLG1,3.43518908644537e-13,-0.128373817,0.242,0.4,5.77146118413687e-09
YARS,3.46239858556627e-13,-0.229799573,0.111,0.242,5.81717586360989e-09
MLST8,3.46839802075049e-13,0.030562099,0.068,0.11,5.8272555146629e-09
CFAP20,3.47839630239479e-13,-0.136157986,0.055,0.127,5.84405362765349e-09
BNIP3L,3.57298675865568e-13,-0.252906543,0.103,0.252,6.00297505321741e-09
RNPS1,3.60165173645642e-13,-0.253588102,0.239,0.449,6.05113508242043e-09
NFKBIA,3.65306740010486e-13,-0.331349752,0.496,0.706,6.13751853891618e-09
PLEKHM2,3.68854053619632e-13,-0.348201389,0.023,0.133,6.19711695486344e-09
STOM,3.77047854998006e-13,-0.130317288,0.245,0.406,6.3347810118215e-09
RTN4,3.93934608588126e-13,-0.214810496,0.147,0.31,6.6184953588891e-09
NFYC,3.97385359620745e-13,-0.071288268,0.068,0.134,6.67647142698814e-09
TOMM40,3.99091891457479e-13,-0.064545989,0.06,0.124,6.7051428683771e-09
SOCS3,4.01422864940265e-13,-0.089300108,0.023,0.064,6.74430555386138e-09
SLBP,4.05764317589559e-13,-0.175361178,0.128,0.256,6.81724629982219e-09
TOMM20,4.1016512386027e-13,0.020538423,0.353,0.495,6.8911842459764e-09
OGA,4.11486265111356e-13,0.003734134,0.219,0.333,6.91338074013589e-09
MRPL9,4.1410837576381e-13,-0.145475938,0.09,0.193,6.95743482120777e-09
AKT3,4.15869658847656e-13,0.193131322,0.103,0.109,6.98702613829947e-09
SKAP1,4.17972631379439e-13,-0.010668001,0.388,0.536,7.02235817980596e-09
MPG,4.24345411516753e-13,0.033333114,0.152,0.216,7.12942725889296e-09
PSMC4,4.37590889899866e-13,-0.239793166,0.118,0.256,7.35196454120766e-09
FBRS,4.41503316682416e-13,-0.091327318,0.077,0.157,7.41769722358126e-09
TERF2IP,4.44046042051379e-13,-0.188488748,0.284,0.47,7.46041755250522e-09
COPB2,4.46436851131401e-13,-0.209858627,0.059,0.17,7.50058553585867e-09
MALT1,4.48079975389743e-13,0.017169172,0.101,0.164,7.52819166652308e-09
ARHGAP45,4.54809178230479e-13,-0.40882716,0.272,0.522,7.64124900345028e-09
PRPF4B,4.56492349686446e-13,0.049101264,0.308,0.42,7.66952796708197e-09
DOCK8,4.65083161772659e-13,-0.173490491,0.163,0.304,7.81386220094244e-09
ANKRD44,4.6615939930222e-13,-0.091582872,0.251,0.401,7.83194406767659e-09
PGLS,4.68609509537013e-13,0.038289975,0.214,0.299,7.87310836973136e-09
EGLN2,4.70589324854264e-13,-0.134570578,0.12,0.242,7.9063712468765e-09
SLC4A1AP,4.73147474068205e-13,-0.115878275,0.061,0.143,7.94935071181992e-09
MAT2A,4.75356335895538e-13,-0.328480537,0.085,0.237,7.98646179938093e-09
RNPC3,4.77192064941111e-13,-0.080625144,0.097,0.176,8.01730388307561e-09
LARS,4.79608116739408e-13,-0.021065706,0.095,0.167,8.05789596933880e-09
CUEDC2,4.8531471392278e-13,-0.022858343,0.098,0.173,8.15377250861662e-09
KTN1,4.86815340464293e-13,0.17735557,0.302,0.371,8.17898453514059e-09
TMUB1,4.87545755541164e-13,-0.009264338,0.176,0.281,8.19125623884709e-09
TSR3,4.88933189709759e-13,-0.02110408,0.134,0.224,8.21456652031367e-09
TGFBR2,4.91682010142697e-13,-0.139416075,0.178,0.317,8.26074945240745e-09
C6orf136,4.93737920911555e-13,-0.058110021,0.07,0.135,8.29529080923503e-09
ENO1,4.99658498749881e-13,-0.196716183,0.378,0.59,8.39476243749675e-09
SNTB2,5.0030546127121e-13,-0.132910935,0.074,0.161,8.4056320548176e-09
SYNCRIP,5.00518353460865e-13,-0.128772519,0.118,0.225,8.40920885649599e-09
COX17,5.07625219293321e-13,0.056316992,0.178,0.26,8.52861130934708e-09
PRKAA1,5.14653571755966e-13,0.069465138,0.122,0.162,8.64669465907198e-09
CNOT7,5.17600703293219e-13,-0.169761041,0.113,0.234,8.69620941602937e-09
RAB18,5.20610955810178e-13,-0.12996307,0.125,0.241,8.7467846685668e-09
SF3B2,5.20745926095414e-13,-0.126461821,0.403,0.619,8.74905230432905e-09
TUBA1C,5.24056380379623e-13,-0.279820237,0.057,0.171,8.80467124675804e-09
YWHAQ,5.24114990093026e-13,-0.19837224,0.485,0.697,8.80565594855293e-09
GTF2B,5.292846597301e-13,-0.240722491,0.066,0.187,8.89251156812541e-09
RBM38,5.37932317323522e-13,-0.195654212,0.171,0.333,9.03780086335249e-09
ARHGAP4,5.53409505632783e-13,-0.243994556,0.221,0.41,9.29783310413639e-09
RALGAPA1,5.53923678855756e-13,-0.156722566,0.1,0.219,9.30647172845556e-09
HLA-F,5.5981394811845e-13,0.039799929,0.511,0.645,9.40543414233807e-09
GUSB,5.60216065000324e-13,-0.067283544,0.092,0.175,9.41219010807044e-09
DCXR,5.68358825129978e-13,-0.125795242,0.173,0.301,9.54899662100876e-09
TMEM238,5.70280641787883e-13,0.055279388,0.116,0.167,9.58128506267822e-09
TSR2,5.79276868211991e-13,-0.104990417,0.115,0.217,9.73243066282967e-09
ACLY,5.81071924219924e-13,-0.134218264,0.066,0.154,9.76258939881895e-09
KIAA2026,5.85030824647408e-13,-0.184820886,0.105,0.227,9.82910288490111e-09
TIMM17B,5.924429334747e-13,-0.080889411,0.133,0.229,9.95363372530844e-09
YBX3,5.93005019689253e-13,-0.150110803,0.079,0.145,9.96307733579914e-09
RPL32,5.95439555550578e-13,0.136701617,0.997,0.998,1.00039799728053e-08
CCT5,5.99054794659497e-13,-0.2727796,0.12,0.28,1.00647196050742e-08
RNASET2,6.08318645485058e-13,0.017696075,0.191,0.289,1.02203615627945e-08
MYADM,6.12496191408338e-13,-0.326740289,0.161,0.346,1.02905485118515e-08
TMEM203,6.12572507605538e-13,-0.023990549,0.09,0.148,1.02918307002806e-08
PEF1,6.16515068816353e-13,-0.050526659,0.099,0.173,1.03580696711835e-08
ATP2B4,6.41947915799490e-13,-0.231746776,0.23,0.416,1.07853669333472e-08
IER3IP1,6.4994950678843e-13,0.020761946,0.157,0.237,1.09198016635524e-08
AP2S1,6.50508718925015e-13,-0.069228006,0.191,0.322,1.09291969866592e-08
CTCF,6.50857301269619e-13,-0.044343462,0.15,0.235,1.09350535186309e-08
ATP6V0E1,6.56030979410805e-13,-0.118147184,0.403,0.595,1.10219764850809e-08
ATF6B,6.57094697374264e-13,-0.114540308,0.18,0.312,1.1039848010585e-08
CSNK2A2,6.57860399010682e-13,-0.26724636,0.042,0.153,1.10527125637785e-08
EPN1,6.62907988856937e-13,-0.054628713,0.073,0.143,1.11375171207854e-08
SSR4,6.65273213740226e-13,0.168766011,0.648,0.753,1.11772552640495e-08
N4BP2L2,6.75224045860908e-13,-0.030621686,0.338,0.487,1.13444391945091e-08
