Supplementary Data 2E. Differential gene expression in CD8A+ T cells at 12 vs 32 weeks,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
ZCCHC17,9.88431606539743e-09,-0.046353683,0.09,0.155,0.000166066
HSPA1A,1.00296969897532e-08,-0.282328911,0.042,0.145,0.000168509
VIRMA,1.01395415937311e-08,0.019833337,0.061,0.104,0.000170354
CYB561,1.01840846209116e-08,-0.078251342,0.022,0.053,0.000171103
RO60,1.0207986605038e-08,-0.048444027,0.129,0.215,0.000171504
LEO1,1.02255760639964e-08,-0.147917283,0.042,0.111,0.0001718
GALM,1.02895502096948e-08,0.003789872,0.059,0.094,0.000172875
MED28,1.04556441648546e-08,-0.029976899,0.07,0.126,0.000175665
SHISAL2A,1.05099423279989e-08,0.032003626,0.058,0.089,0.000176578
COQ8B,1.05597078011126e-08,-0.041606365,0.045,0.09,0.000177414
ARPP19,1.06564710885881e-08,-0.097943878,0.087,0.167,0.000179039
NDRG3,1.06983039925202e-08,-0.154029076,0.038,0.111,0.000179742
EEF1E1,1.07024969368675e-08,-0.083456964,0.058,0.123,0.000179813
GMCL1,1.07122423731646e-08,-0.209207906,0.062,0.158,0.000179976
NPLOC4,1.0729771315678e-08,-0.192348107,0.06,0.152,0.000180271
DHX38,1.07442889739527e-08,-0.025600329,0.067,0.11,0.000180515
PTPMT1,1.07448455227556e-08,-0.135870791,0.059,0.132,0.000180524
VCPIP1,1.07701358585799e-08,-0.054654801,0.1,0.181,0.000180949
NCBP1,1.07914020883656e-08,-0.0959204,0.049,0.099,0.000181306
PNKP,1.09045724996198e-08,0.061690465,0.111,0.153,0.000183208
SEC61A1,1.0926915240506e-08,-0.161635252,0.131,0.254,0.000183583
AASDHPPT,1.09458952977854e-08,-0.11038596,0.077,0.154,0.000183902
GCDH,1.11057867527934e-08,-0.037073219,0.042,0.086,0.000186588
IP6K2,1.11564936279306e-08,-0.071617648,0.081,0.147,0.00018744
PPAN,1.11743492335082e-08,-0.082911367,0.049,0.102,0.00018774
GLE1,1.12736754221008e-08,-0.078877565,0.033,0.082,0.000189409
SBF1,1.12994348430513e-08,-0.163802098,0.072,0.164,0.000189842
NAA50,1.13588498101662e-08,-0.131311912,0.126,0.233,0.00019084
SLC16A7,1.13946218329635e-08,-0.043893255,0.08,0.137,0.000191441
GNL1,1.14056873805079e-08,-0.095899782,0.072,0.149,0.000191627
CEP95,1.14750764751786e-08,-0.109354255,0.066,0.131,0.000192793
PATZ1,1.15282271927415e-08,-0.09870988,0.029,0.078,0.000193686
HUS1,1.15308291904378e-08,-0.143279925,0.053,0.129,0.000193729
CYTOR,1.16427400164732e-08,-0.069493662,0.233,0.344,0.00019561
GSDMD,1.16982749900818e-08,-0.112311001,0.172,0.293,0.000196543
ATP6V0E2,1.17279332852927e-08,0.003110752,0.116,0.172,0.000197041
ELL,1.17446237372043e-08,-0.048817309,0.054,0.103,0.000197321
MFSD11,1.17898982261358e-08,-0.253773088,0.098,0.229,0.000198082
CAPRIN1,1.21055331718358e-08,-0.079156444,0.14,0.244,0.000203385
PMS2,1.2153641831257e-08,-0.097505968,0.061,0.134,0.000204193
TRAPPC2,1.21562234468406e-08,-0.046251973,0.044,0.087,0.000204237
FAM102A,1.21695662555714e-08,0.005196206,0.038,0.063,0.000204461
AREG,1.21842890483002e-08,-0.228968191,0.014,0.061,0.000204708
ITCH,1.21864901183133e-08,-0.021610607,0.1,0.165,0.000204745
SUMF1,1.22561430132868e-08,-0.021925185,0.046,0.081,0.000205915
GOLGA2,1.22632813376395e-08,-0.0132365,0.066,0.113,0.000206035
FAM98C,1.2283347600689e-08,-0.085204523,0.06,0.12,0.000206373
TBL1X,1.24191775378384e-08,-0.057953968,0.043,0.09,0.000208655
TIMM10B,1.25661829633032e-08,0.029678813,0.06,0.098,0.000211124
GLT8D1,1.25663274959029e-08,-0.067591372,0.057,0.116,0.000211127
FMC1,1.26004797404792e-08,0.043003174,0.066,0.096,0.000211701
CNTRL,1.26527750734014e-08,-0.020867252,0.109,0.18,0.000212579
ELP3,1.28333846949572e-08,-0.084560744,0.041,0.088,0.000215614
HCFC1R1,1.28704481067616e-08,-0.049416201,0.089,0.152,0.000216236
GAPVD1,1.29114127524638e-08,-0.02461228,0.057,0.11,0.000216925
ZNF146,1.30485589360555e-08,-0.015253178,0.062,0.105,0.000219229
CNOT11,1.30679463867146e-08,-0.222495914,0.062,0.171,0.000219555
MLLT6,1.30824526164792e-08,-0.021172527,0.185,0.284,0.000219798
CASP3,1.3239132495133e-08,-0.07856366,0.029,0.075,0.000222431
SLC25A26,1.32532707318336e-08,-0.038276125,0.064,0.115,0.000222668
LEPROT,1.33007737337475e-08,-0.09079398,0.044,0.105,0.000223466
TGFBR3,1.33353075606523e-08,-0.069954742,0.36,0.518,0.000224047
RPF1,1.33729810024028e-08,0.108832049,0.07,0.087,0.000224679
SOS2,1.33929510907892e-08,-0.061400721,0.047,0.095,0.000225015
POLD2,1.35066588510799e-08,0.007670577,0.059,0.097,0.000226925
VTA1,1.35103492839188e-08,-0.129776,0.057,0.133,0.000226987
HMGA1,1.35270446124135e-08,0.001154004,0.113,0.175,0.000227268
PARP4,1.35294045091531e-08,-0.141987832,0.071,0.159,0.000227308
RBM18,1.36192833783819e-08,-0.122881756,0.046,0.119,0.000228818
ATP6V1B2,1.36747280816194e-08,-0.113916729,0.045,0.112,0.000229749
REEP4,1.36783705960005e-08,0.008253758,0.052,0.095,0.00022981
UBL7-AS1,1.39015187714019e-08,0.058167148,0.044,0.06,0.000233559
LSM1,1.40187418080076e-08,-0.116025984,0.092,0.182,0.000235529
SURF1,1.41038489421762e-08,-0.003806438,0.138,0.201,0.000236959
ITGB2-AS1,1.4132105047834e-08,0.020433962,0.147,0.22,0.000237433
NDE1,1.4141342420851e-08,-0.139361234,0.077,0.165,0.000237589
PTTG1IP,1.41618862149273e-08,-0.074852205,0.07,0.141,0.000237934
H1FX,1.42584355974706e-08,0.022167184,0.435,0.548,0.000239556
NEK9,1.42966067958584e-08,0.045487768,0.088,0.122,0.000240197
PPID,1.43518457385692e-08,-0.117178245,0.08,0.156,0.000241125
TBC1D9B,1.43536778174949e-08,-0.111949591,0.066,0.14,0.000241156
PDE4B,1.44293685456036e-08,-0.071240605,0.07,0.12,0.000242428
WDR55,1.45681901291724e-08,-0.126616376,0.048,0.113,0.00024476
C7orf26,1.46547563207607e-08,-0.014574468,0.074,0.128,0.000246215
LMAN1,1.48345763782523e-08,-0.087975693,0.158,0.264,0.000249236
CDR2,1.50779142834313e-08,-0.123925055,0.029,0.083,0.000253324
ATP2A2,1.5293283342462e-08,-0.17119122,0.046,0.124,0.000256942
SLC35C2,1.54005829835689e-08,-0.097908502,0.063,0.134,0.000258745
DESI2,1.54646909352875e-08,-0.062599731,0.058,0.106,0.000259822
IL12RB1,1.5525292245945e-08,-0.063102622,0.135,0.215,0.00026084
UBE2K,1.57075879816235e-08,-0.07771006,0.094,0.166,0.000263903
H2AFJ,1.57295551027335e-08,0.046421927,0.095,0.138,0.000264272
COX10,1.57985941286704e-08,0.041463773,0.051,0.078,0.000265432
PLOD1,1.58330319738485e-08,0.000910494,0.064,0.105,0.000266011
ITFG2,1.59484606125239e-08,-0.061613668,0.088,0.16,0.00026795
MSL3,1.59962939346288e-08,-0.075023178,0.073,0.138,0.000268754
EEF1B2,1.60346166389598e-08,0.116117826,0.907,0.96,0.000269398
CDK12,1.61476104308076e-08,-0.060119731,0.133,0.224,0.000271296
SP4,1.6151473426767e-08,-0.126545028,0.093,0.182,0.000271361
VPS37A,1.62993649665523e-08,-0.030943002,0.062,0.109,0.000273846
RMC1,1.63105757879645e-08,-0.222966435,0.051,0.144,0.000274034
CCNT1,1.63907113793459e-08,0.018454506,0.072,0.111,0.00027538
TAZ,1.64301137639414e-08,-0.136160195,0.081,0.17,0.000276042
EDRF1,1.64362038236479e-08,-0.113168164,0.07,0.148,0.000276145
PRPF4,1.6495052559081e-08,-0.127631118,0.028,0.084,0.000277133
MACF1,1.65491281914354e-08,0.160170385,0.348,0.417,0.000278042
SUPT6H,1.65632563061394e-08,0.008159584,0.085,0.137,0.000278279
MXI1,1.66449476848773e-08,-0.101501499,0.053,0.111,0.000279652
RIT1,1.66883691512352e-08,-0.043580106,0.033,0.069,0.000280381
ERCC3,1.67001905054505e-08,-0.191834327,0.052,0.142,0.00028058
NLRC3,1.67061986838294e-08,0.004066761,0.088,0.14,0.000280681
CDC73,1.67546836769196e-08,-0.095685627,0.123,0.219,0.000281495
ZNF394,1.6819637754306e-08,-0.101696131,0.141,0.244,0.000282587
GALNT11,1.69077640338449e-08,-0.098739345,0.062,0.125,0.000284067
KIDINS220,1.69442638368098e-08,-0.032689061,0.086,0.144,0.000284681
UBE4A,1.69881350462048e-08,-0.184961633,0.06,0.155,0.000285418
STX17,1.70164086175791e-08,-0.05504077,0.042,0.091,0.000285893
GET4,1.71256064522611e-08,-0.161213345,0.055,0.137,0.000287727
PRPF38B,1.71906468956299e-08,-0.193913951,0.245,0.406,0.00028882
ICE1,1.72813537920133e-08,-0.14041596,0.098,0.194,0.000290344
PPP1R14B,1.74856876018784e-08,-0.043788927,0.07,0.116,0.000293777
HDAC8,1.75524783938512e-08,-0.033598618,0.04,0.077,0.000294899
TMEM184B,1.79629547527994e-08,-0.077532591,0.02,0.062,0.000301796
BRIX1,1.80881872191914e-08,-0.080654922,0.053,0.109,0.0003039
EXOSC8,1.81101234301572e-08,-0.177265158,0.063,0.156,0.000304268
SUPT16H,1.81332971578622e-08,-0.112686617,0.138,0.241,0.000304658
NPHP3,1.83336291826462e-08,-0.151609008,0.038,0.098,0.000308023
RC3H2,1.85852061653371e-08,-0.041394592,0.075,0.135,0.00031225
ATF1,1.86736684890194e-08,-0.063225182,0.063,0.12,0.000313736
PATL2,1.86799802007359e-08,-0.196828363,0.17,0.317,0.000313842
TFPT,1.87747514446966e-08,-0.061611506,0.044,0.094,0.000315435
C20orf27,1.88407803885356e-08,0.014657567,0.078,0.111,0.000316544
FKBP3,1.89081749128256e-08,0.029411376,0.076,0.11,0.000317676
SGTA,1.90244592781003e-08,-0.076116488,0.053,0.107,0.00031963
UBA5,1.90265416698446e-08,-0.127432961,0.053,0.116,0.000319665
ZFPM1,1.92259365830545e-08,-0.112477185,0.051,0.117,0.000323015
ALDH18A1,1.92994505781762e-08,-0.017921729,0.034,0.068,0.00032425
PROK2,1.93602614599299e-08,-0.151292735,0.124,0.242,0.000325272
RPA3,1.94799196288754e-08,-0.145858249,0.064,0.143,0.000327282
RNF130,1.96205503144401e-08,0.073084651,0.094,0.13,0.000329645
JAK3,1.96453214786678e-08,0.134636675,0.144,0.184,0.000330061
UNC45A,1.97163271583527e-08,-0.11054607,0.067,0.141,0.000331254
ABHD12,1.99695054820471e-08,-0.128872711,0.058,0.126,0.000335508
POC5,1.99839168012072e-08,-0.049954691,0.032,0.067,0.00033575
WDR18,2.0048828695606e-08,-0.045858029,0.045,0.088,0.00033684
BSDC1,2.00615611875109e-08,-0.079481688,0.077,0.144,0.000337054
FAM111A,2.02303893134255e-08,-0.147939804,0.116,0.214,0.000339891
MVD,2.02517686536319e-08,-0.05420085,0.094,0.172,0.00034025
RGS3,2.04779987042159e-08,-0.222594721,0.085,0.198,0.000344051
ATP2B1-AS1,2.06155117218257e-08,-0.142334319,0.07,0.142,0.000346361
APBB1,2.06777356476686e-08,-0.034043855,0.045,0.087,0.000347407
DRG1,2.07750675439368e-08,-0.048409398,0.062,0.124,0.000349042
CCS,2.08381732713906e-08,-0.044626525,0.095,0.159,0.000350102
RAB5A,2.08503842539765e-08,-0.04929254,0.09,0.154,0.000350307
BISPR,2.09183530991423e-08,-0.016591902,0.047,0.081,0.000351449
MAPK9,2.10307091679299e-08,-0.262888597,0.034,0.128,0.000353337
SURF2,2.12143461839551e-08,-0.032023311,0.064,0.115,0.000356422
PMM2,2.12320214083739e-08,0.007668067,0.047,0.077,0.000356719
TCF25,2.12704613054744e-08,-0.371880021,0.446,0.687,0.000357365
EBAG9,2.12839796597345e-08,0.029098392,0.057,0.087,0.000357592
PRCC,2.13026698243932e-08,-0.092223174,0.068,0.137,0.000357906
MTDH,2.13533770594368e-08,-0.128896701,0.283,0.43,0.000358758
NDUFAF2,2.14882513933666e-08,0.094034193,0.069,0.075,0.000361024
NUP88,2.14934230095842e-08,-0.069511289,0.032,0.078,0.000361111
ADAR,2.15561851710915e-08,-0.042838198,0.252,0.38,0.000362165
OPA1,2.16304074831976e-08,0.016443704,0.058,0.098,0.000363412
SREK1IP1,2.16623940290007e-08,0.041261491,0.112,0.153,0.00036395
FAM217B,2.17040569454109e-08,0.040812819,0.054,0.09,0.00036465
ATPAF1,2.18094878198493e-08,-0.062253538,0.078,0.137,0.000366421
ERI3,2.20294159019021e-08,-0.075133107,0.058,0.112,0.000370116
SLC25A24,2.21301670201019e-08,0.049764653,0.059,0.094,0.000371809
MFSD1,2.22259594879294e-08,-0.024969003,0.068,0.119,0.000373418
AP1B1,2.2274144495207e-08,-0.091345322,0.045,0.104,0.000374228
H6PD,2.24604891313289e-08,0.067681699,0.04,0.052,0.000377359
KRIT1,2.27536604246463e-08,-0.098990428,0.066,0.127,0.000382284
RPTOR,2.27945149966596e-08,-0.048748223,0.08,0.155,0.000382971
WWP2,2.28487674152593e-08,0.057986476,0.07,0.102,0.000383882
KAT7,2.30079100223848e-08,-0.090932148,0.085,0.17,0.000386556
ANKRD13A,2.31488557330989e-08,-0.198728141,0.063,0.155,0.000388924
IL2RG,2.31891971074975e-08,-0.030667046,0.771,0.883,0.000389602
SMC1A,2.32029355900875e-08,0.011549378,0.121,0.181,0.000389833
SLC25A6,2.32475666057669e-08,0.060799119,0.709,0.839,0.000390582
FBXW7,2.33399699060686e-08,-0.075479242,0.076,0.147,0.000392135
AGGF1,2.34499691949848e-08,-0.045101616,0.093,0.163,0.000393983
LMBR1L,2.35425190376865e-08,-0.133400046,0.04,0.112,0.000395538
IKBKB,2.36161219124384e-08,-0.088158462,0.057,0.123,0.000396774
EDEM2,2.37403311862456e-08,-0.049689411,0.068,0.123,0.000398861
ZDHHC12,2.37703161850027e-08,0.031491445,0.091,0.129,0.000399365
PHF6,2.38144106838764e-08,0.048252862,0.049,0.073,0.000400106
UBE2E1,2.3887513798434e-08,-0.127360154,0.042,0.106,0.000401334
DCK,2.43380449972755e-08,-0.11545172,0.081,0.169,0.000408903
FGD5-AS1,2.4518028597804e-08,-0.04236393,0.084,0.14,0.000411927
CCDC18-AS1,2.46267627929646e-08,0.019742287,0.122,0.184,0.000413754
YIPF5,2.48409871968919e-08,-0.174060861,0.036,0.109,0.000417353
RNF34,2.48829471338818e-08,-0.032265153,0.055,0.107,0.000418058
CCDC130,2.49613799403618e-08,-0.236222381,0.078,0.194,0.000419376
NIP7,2.50731405093377e-08,-0.123470975,0.063,0.149,0.000421254
SLC25A36,2.50911309284888e-08,-0.057468391,0.089,0.155,0.000421556
MED8,2.51790929250631e-08,-0.033891937,0.04,0.084,0.000423034
CARHSP1,2.51826378746799e-08,-0.080534862,0.066,0.135,0.000423093
DMXL1,2.53017550371832e-08,0.015467526,0.063,0.098,0.000425095
PFDN4,2.53938971181801e-08,0.031987963,0.087,0.124,0.000426643
RPS26,2.54265340545765e-08,0.161387903,0.998,0.999,0.000427191
PNMA1,2.54495888343862e-08,-0.072786036,0.033,0.074,0.000427579
ANAPC15,2.55339032997946e-08,-0.068407568,0.091,0.163,0.000428995
NDUFAF3,2.55599352762094e-08,0.027178733,0.121,0.172,0.000429432
TMED7,2.57334640636246e-08,-0.038218318,0.061,0.116,0.000432348
NCSTN,2.61907865522067e-08,-0.040421444,0.057,0.107,0.000440031
ERF,2.66090415933557e-08,-0.11557379,0.017,0.064,0.000447059
DTNBP1,2.68440391156787e-08,-0.018325146,0.079,0.139,0.000451007
LSM14B,2.71696626329252e-08,-0.245948908,0.023,0.107,0.000456478
ULK3,2.72008965677184e-08,-0.231417036,0.078,0.19,0.000457002
NIPSNAP1,2.73260052299662e-08,-0.100069376,0.061,0.129,0.000459104
AGO4,2.74806000342069e-08,-0.088689118,0.032,0.083,0.000461702
ACAD8,2.75665803787914e-08,-0.050773151,0.033,0.075,0.000463146
CLSTN3,2.77567267337005e-08,-0.058876659,0.082,0.149,0.000466341
CD58,2.78369664243608e-08,-0.125608867,0.095,0.176,0.000467689
ZNF787,2.78533217607952e-08,-0.203240998,0.014,0.075,0.000467964
MRPS24,2.78834653311422e-08,-0.002308536,0.152,0.22,0.00046847
HPCAL1,2.80234458652576e-08,-0.138671679,0.063,0.134,0.000470822
SNRPD2,2.80503936740958e-08,0.12830639,0.65,0.756,0.000471275
MAP3K5,2.83077150336731e-08,-0.129542869,0.067,0.146,0.000475598
APLP2,2.83891499268251e-08,0.045106211,0.122,0.173,0.000476966
NT5C3B,2.85205090637024e-08,-0.049039308,0.066,0.118,0.000479173
IAH1,2.87763949127486e-08,-0.125286404,0.088,0.181,0.000483472
DTD1,2.87831010981409e-08,-0.035053396,0.103,0.172,0.000483585
C5orf51,2.89475640894883e-08,0.070124716,0.07,0.093,0.000486348
INTS14,2.89494903639892e-08,-0.077967847,0.031,0.074,0.00048638
XPC,2.92130433306132e-08,0.084057451,0.083,0.116,0.000490808
SUCO,2.93196239037693e-08,-0.017099969,0.085,0.148,0.000492599
BAP1,2.93611891331977e-08,-0.135911472,0.036,0.105,0.000493297
HAUS3,2.93994304445363e-08,-0.043465983,0.06,0.107,0.00049394
INSIG1,2.94718944509365e-08,-0.15437905,0.074,0.17,0.000495157
CWF19L2,2.95575863519388e-08,0.243921176,0.124,0.108,0.000496597
CHCHD7,3.02020319668043e-08,-0.055059382,0.081,0.144,0.000507424
PRXL2C,3.03968038866242e-08,-0.10224738,0.048,0.101,0.000510697
ARRDC2,3.05985868104721e-08,-0.158953541,0.093,0.186,0.000514087
HTRA2,3.06868913780198e-08,-0.11051577,0.06,0.128,0.00051557
UHRF2,3.0752052767312e-08,-0.009706428,0.083,0.123,0.000516665
IRAK1,3.10059822121445e-08,-0.127278756,0.063,0.144,0.000520932
HPS3,3.11410828188475e-08,-0.049545087,0.087,0.157,0.000523201
PRKDC,3.11509098949485e-08,-0.164891984,0.147,0.265,0.000523366
STAU1,3.14884166205147e-08,-0.088821194,0.122,0.224,0.000529037
MIF,3.15871923263378e-08,0.052864601,0.66,0.79,0.000530696
DNAJC4,3.16359041792976e-08,0.060729294,0.103,0.142,0.000531515
TRAPPC2L,3.20061590140536e-08,-0.146992863,0.104,0.204,0.000537735
MCTS1,3.20144301630017e-08,-0.041743826,0.07,0.128,0.000537874
SLC39A6,3.20567637790655e-08,-0.079843449,0.044,0.102,0.000538586
CZIB,3.25083202253253e-08,-0.10566589,0.089,0.167,0.000546172
MOSPD3,3.29071590522122e-08,-0.003889596,0.077,0.13,0.000552873
MRPL24,3.29586457725817e-08,-0.022591837,0.092,0.143,0.000553738
ADA,3.29961151035128e-08,-0.102353485,0.081,0.157,0.000554368
LINC01138,3.30103173133755e-08,0.110548985,0.107,0.13,0.000554606
MRPL4,3.33689524361019e-08,-0.132691334,0.098,0.193,0.000560632
JAGN1,3.3905285190112e-08,-0.067227071,0.054,0.103,0.000569643
ATIC,3.39896028706924e-08,-0.211142324,0.066,0.163,0.000571059
HELB,3.40720599322856e-08,-0.062116661,0.041,0.084,0.000572445
HIST1H3D,3.42607835360474e-08,0.299384132,0.118,0.111,0.000575615
PRDX3,3.44095856876779e-08,-0.167568389,0.054,0.139,0.000578115
C16orf72,3.44638847296472e-08,-0.014672874,0.072,0.116,0.000579028
DHX29,3.47433906815897e-08,-0.094770293,0.081,0.157,0.000583724
CRYZL1,3.54921167692562e-08,0.017246354,0.049,0.079,0.000596303
ATXN2,3.56656809493303e-08,-0.071511016,0.061,0.12,0.000599219
GOSR2,3.58266582043285e-08,-0.043815847,0.053,0.097,0.000601924
HAUS1,3.59170921844712e-08,0.003346976,0.04,0.068,0.000603443
UNC119,3.59506156217393e-08,-0.024535421,0.096,0.154,0.000604006
ADAM15,3.66385421124849e-08,-0.027329293,0.041,0.082,0.000615564
MAP4K1,3.66813728045148e-08,0.068292384,0.177,0.247,0.000616284
ACBD5,3.71367129646838e-08,-0.043472578,0.075,0.133,0.000623934
POLR2I,3.71933361584652e-08,-0.055119187,0.119,0.2,0.000624885
PRKAG2,3.72148298216375e-08,-0.04119736,0.039,0.084,0.000625246
NDUFS4,3.75516766106391e-08,-0.064394785,0.059,0.107,0.000630906
TDP2,3.75518401117233e-08,0.096273177,0.082,0.106,0.000630908
SS18,3.75714851529417e-08,-0.055395261,0.059,0.124,0.000631239
AFF1,3.76629843763589e-08,0.102366554,0.085,0.102,0.000632776
DCUN1D5,3.76772068526453e-08,-0.138687491,0.053,0.129,0.000633015
ITFG1,3.77396145831124e-08,0.030282118,0.087,0.118,0.000634063
LIMK1,3.87235305703464e-08,-0.108851771,0.028,0.081,0.000650594
NPRL2,3.87940486309813e-08,-0.292422147,0.081,0.217,0.000651779
CDC14A,3.88089733837202e-08,0.138607941,0.094,0.106,0.00065203
ADCY7,3.8825802531002e-08,-0.132168931,0.07,0.156,0.000652312
USP19,3.90673593230228e-08,-0.140562551,0.025,0.082,0.000656371
METRNL,3.91000457683184e-08,-0.378696779,0.055,0.179,0.00065692
YIF1A,3.91892806456949e-08,-0.050849554,0.089,0.154,0.000658419
PI4KB,3.92418774109633e-08,-0.105931613,0.064,0.133,0.000659303
RHBDF2,3.9414795056767e-08,-0.054375578,0.085,0.152,0.000662208
CX3CR1,3.9430514405198e-08,-0.457139239,0.309,0.555,0.000662472
SGF29,3.95225535945513e-08,-0.151974595,0.069,0.15,0.000664018
IREB2,3.95991869279004e-08,-0.071628385,0.077,0.148,0.000665306
FBXO21,3.96570300832477e-08,-0.08385309,0.062,0.128,0.000666278
DGKD,3.98616907623435e-08,-0.050366675,0.126,0.212,0.000669716
RAE1,3.98911465614302e-08,-0.18340079,0.036,0.112,0.000670211
POLK,4.00357846812299e-08,-0.043256566,0.049,0.091,0.000672641
HEXD,4.02685755301177e-08,-0.021665622,0.071,0.123,0.000676552
GPATCH11,4.03176260799902e-08,0.029698778,0.072,0.106,0.000677376
SEC24C,4.03508900173321e-08,-0.058937526,0.076,0.143,0.000677935
SLC25A38,4.05301193581431e-08,-0.183975493,0.074,0.171,0.000680947
DNM1L,4.05338791412139e-08,0.015694809,0.059,0.1,0.00068101
CPSF1,4.09282837751391e-08,-0.173230864,0.046,0.124,0.000687636
IGFBP3,4.09508912050448e-08,-0.09017285,0.029,0.074,0.000688016
TIMM22,4.09934073276164e-08,-0.030276822,0.053,0.096,0.00068873
TRAF5,4.10085322424529e-08,-0.059928007,0.049,0.104,0.000688984
PAIP1,4.10169156590488e-08,-0.049797739,0.064,0.116,0.000689125
RYK,4.10556082794317e-08,-0.011974504,0.066,0.109,0.000689775
DUSP23,4.10904984959569e-08,0.031082831,0.103,0.153,0.000690361
LPGAT1,4.11307297150276e-08,-0.109430602,0.087,0.163,0.000691037
SIRT1,4.15620676380787e-08,-0.187696644,0.025,0.094,0.000698284
CD151,4.18151687530777e-08,0.007090888,0.059,0.095,0.000702537
INIP,4.19413699500091e-08,-0.034792105,0.038,0.073,0.000704657
SMC5,4.2198254338664e-08,-0.034232741,0.119,0.193,0.000708973
PGM1,4.23765320813015e-08,-0.149071753,0.045,0.118,0.000711968
PPM1D,4.2701732007682e-08,-0.057826147,0.049,0.097,0.000717432
PER1,4.29381983976008e-08,-0.006297267,0.052,0.087,0.000721405
SF3B3,4.3367735232432e-08,-0.09984541,0.098,0.184,0.000728621
BCKDK,4.3453861401394e-08,0.064486636,0.046,0.065,0.000730068
ZBTB43,4.3591376725685e-08,-0.083208721,0.031,0.077,0.000732379
MICU2,4.37206347285712e-08,-0.025387409,0.107,0.177,0.00073455
POLRMT,4.37793776230683e-08,-0.233776316,0.028,0.112,0.000735537
COPS7B,4.38369485918405e-08,-0.146653649,0.035,0.1,0.000736505
SAR1B,4.3880328645559e-08,-0.098679706,0.055,0.126,0.000737233
ST8SIA4,4.3922700623206e-08,-0.047843593,0.109,0.187,0.000737945
MPV17,4.4140189015558e-08,0.059836995,0.087,0.115,0.000741599
GINM1,4.45523514867314e-08,0.028936165,0.066,0.101,0.000748524
RHOA,4.50818683287794e-08,-0.279245308,0.666,0.866,0.00075742
MT-CYB,4.51994280286556e-08,1.099272095,0.986,0.967,0.000759396
RARS,4.52815698959387e-08,-0.059900752,0.03,0.072,0.000760776
SCFD1,4.62781883642176e-08,-0.041868706,0.048,0.089,0.00077752
PIKFYVE,4.66350083133065e-08,0.029482832,0.057,0.088,0.000783515
GLB1,4.75275518478542e-08,-0.009916649,0.047,0.087,0.00079851
CARD8-AS1,4.7561364703541e-08,-0.10707667,0.042,0.1,0.000799078
TMEM101,4.76353167530831e-08,-0.082193506,0.044,0.096,0.000800321
SPTSSA,4.77993570045933e-08,0.007072513,0.033,0.063,0.000803077
THOC2,4.80073765286256e-08,0.020467742,0.137,0.201,0.000806572
OGDH,4.84372599646895e-08,-0.033604565,0.092,0.146,0.000813794
CCDC6,4.8764355642758e-08,-0.017866749,0.039,0.072,0.00081929
ISG15,4.89179924574147e-08,-0.003664337,0.12,0.178,0.000821871
TXNDC9,4.89194741048749e-08,-0.086230591,0.047,0.1,0.000821896
BORCS6,4.97957724012583e-08,-0.086996837,0.05,0.112,0.000836619
SLC2A1,5.03338031358681e-08,-0.037804085,0.06,0.109,0.000845658
TRIM8,5.04343243662167e-08,-0.301527989,0.098,0.245,0.000847347
KLF12,5.13269541356725e-08,-0.01609452,0.115,0.176,0.000862344
ELP5,5.13909222549485e-08,-0.03210615,0.067,0.112,0.000863419
SARAF,5.16399427514377e-08,-0.058996935,0.651,0.815,0.000867603
EMG1,5.18271492786915e-08,-0.071698322,0.044,0.092,0.000870748
RPS24,5.19014612048147e-08,0.022080076,0.986,0.989,0.000871996
TNKS,5.22047200373466e-08,-0.109676598,0.049,0.103,0.000877092
NFIL3,5.24497287998548e-08,0.101116203,0.069,0.082,0.000881208
PIGC,5.27702088165934e-08,-0.065636724,0.077,0.137,0.000886592
EIF3K,5.31121402641067e-08,0.010906803,0.673,0.824,0.000892337
HIVEP3,5.3188768926184e-08,-0.064371318,0.062,0.114,0.000893625
EXOC5,5.35558850128002e-08,-0.025395465,0.057,0.101,0.000899792
PANK2,5.3754025149269e-08,-0.088655222,0.113,0.201,0.000903121
FGL2,5.40546212748027e-08,-0.005329681,0.051,0.086,0.000908172
VAPB,5.41807055070611e-08,-0.002930323,0.064,0.106,0.00091029
MCUR1,5.42828868728926e-08,-0.00420308,0.058,0.102,0.000912007
LRRFIP2,5.43907786048797e-08,-0.025218433,0.1,0.161,0.000913819
TBK1,5.45022054353454e-08,-0.094309453,0.062,0.132,0.000915692
KIF13B,5.48551023943422e-08,-0.037916706,0.047,0.092,0.000921621
MPHOSPH6,5.49125796637742e-08,0.019815606,0.046,0.076,0.000922586
TBC1D17,5.50149516314334e-08,-0.07658195,0.069,0.131,0.000924306
STX10,5.56687959450111e-08,-0.046059555,0.118,0.194,0.000935291
PDE4DIP,5.57380635060009e-08,-0.091176592,0.03,0.073,0.000936455
PINK1,5.61227490251405e-08,-0.099171788,0.046,0.104,0.000942918
NUBP1,5.62443478550904e-08,-0.036639151,0.027,0.068,0.000944961
BLOC1S5,5.6267398940932e-08,-0.118950638,0.033,0.087,0.000945349
CPD,5.63417044457928e-08,0.119347125,0.146,0.169,0.000946597
C16orf54,5.64382505685198e-08,0.054755918,0.114,0.17,0.000948219
TERF1,5.68967681079894e-08,0.012064103,0.089,0.135,0.000955923
PLEKHA3,5.73272321068612e-08,-0.074149756,0.072,0.139,0.000963155
