Supplementary Data 2C. Differential gene expression in CD8A+ T cells at pre-treatment vs 12 weeks,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
RPL10A,0.033105299,-0.080591302,0.964,0.975,1
TMEM184B,0.033259449,0.014888203,0.062,0.046,1
CCDC28B,0.033306032,0.070808514,0.059,0.036,1
METTL26,0.033334805,-0.067032581,0.32,0.347,1
SLFN12L,0.033405362,-0.08925053,0.03,0.05,1
RAP2B,0.033422794,-0.085134377,0.249,0.257,1
PSMA3,0.033715463,-0.013291621,0.256,0.238,1
ZNF770,0.0337771,-0.037945232,0.101,0.119,1
LSM8,0.033930918,-0.072853714,0.402,0.43,1
MUL1,0.03393363,-0.054166037,0.062,0.08,1
USP7,0.034056331,0.11177505,0.194,0.159,1
VIRMA,0.034147026,-0.106978716,0.104,0.118,1
EXOSC8,0.034208908,-0.080393796,0.156,0.174,1
AC010642.2,0.034260957,-0.032961319,0.13,0.124,1
MRFAP1L1,0.034305729,-0.048263404,0.22,0.239,1
SSR2,0.034389176,-0.085679044,0.769,0.779,1
MT1E,0.034464527,0.130068731,0.233,0.217,1
BCAP31,0.034494861,-0.055176022,0.52,0.52,1
BIN1,0.034499356,-0.044687169,0.51,0.527,1
PRMT3,0.034514823,-0.056249737,0.047,0.064,1
NMT2,0.034523282,-0.072691839,0.044,0.064,1
EIF4A2,0.034563234,0.12655703,0.593,0.551,1
FAM98C,0.034601996,-0.067374629,0.12,0.136,1
ATP2B1-AS1,0.034620557,0.07304716,0.142,0.12,1
HNRNPA0,0.034724872,0.006481188,0.644,0.646,1
DPP3,0.034752688,0.090576855,0.082,0.05,1
RAB10,0.034790507,0.018929154,0.202,0.207,1
RANBP6,0.034863819,-0.101960876,0.075,0.102,1
TMEM230,0.03492481,-0.006987181,0.307,0.281,1
MAN2B2,0.034925187,-0.011633812,0.135,0.146,1
SBK1,0.034980158,0.032311114,0.157,0.155,1
MRPL34,0.035036831,-0.06763066,0.256,0.266,1
BCL2L13,0.035112315,-0.08512919,0.086,0.11,1
RRS1,0.035137868,-0.050480369,0.044,0.063,1
ARL14EP,0.035222698,-0.126261624,0.123,0.161,1
POLR3C,0.035460289,-0.048591499,0.072,0.088,1
MRPL10,0.035475564,-0.018396425,0.331,0.315,1
COMMD2,0.035483878,-0.066438165,0.184,0.192,1
IMP4,0.035514116,-0.055170242,0.196,0.217,1
UBXN1,0.035540517,-0.052461706,0.62,0.633,1
DIAPH1,0.035602484,0.132863308,0.466,0.406,1
ZBTB4,0.035608995,0.061408957,0.119,0.087,1
AIMP2,0.035609557,-0.044397092,0.054,0.059,1
RPS4X,0.03569072,0.004136753,0.993,0.994,1
NDUFB7,0.035696628,-0.052552851,0.513,0.505,1
AVEN,0.035778034,0.001495743,0.056,0.065,1
ZFYVE16,0.03581917,-0.012468417,0.056,0.049,1
SNHG17,0.036152449,-0.123914438,0.157,0.179,1
SF3B5,0.03618048,-0.076355088,0.476,0.497,1
SIRT1,0.036228968,0.109094477,0.094,0.064,1
CUL3,0.036322517,0.126267093,0.229,0.178,1
LIMK1,0.03651219,-0.003919412,0.081,0.068,1
PNISR,0.036603446,-0.145596588,0.524,0.553,1
UGP2,0.036755623,-0.054126943,0.19,0.213,1
KIF2A,0.036756109,-0.072606536,0.513,0.536,1
RPL28,0.036792308,-0.046495181,0.998,1,1
ARID5B,0.036891105,0.129044541,0.225,0.182,1
ADAM8,0.036970959,0.165963515,0.28,0.222,1
MT-ATP6,0.037061689,-0.382712941,0.946,0.972,1
RBM38,0.037158764,0.153941847,0.333,0.284,1
GPRIN3,0.037185512,-0.100372543,0.133,0.146,1
SLC38A5,0.037210166,0.053816254,0.061,0.057,1
SF3B2,0.03726103,-0.001950797,0.619,0.62,1
N4BP1,0.037296494,-0.092496974,0.167,0.201,1
PLEKHA5,0.037319226,-0.017568462,0.078,0.071,1
ACTN4,0.03733277,0.123654488,0.431,0.395,1
FCRL6,0.037347396,-0.008529568,0.476,0.462,1
ERP29,0.03735611,0.001543391,0.653,0.666,1
FAM228B,0.037368898,-0.080145791,0.064,0.081,1
LAP3,0.037464591,0.123409155,0.158,0.111,1
ARPC3,0.037485153,0.044718569,0.814,0.804,1
HDAC3,0.037516303,-0.061136658,0.153,0.164,1
MRPS36,0.037620063,-0.052232281,0.222,0.234,1
ZNF544,0.037702401,-0.076424871,0.049,0.057,1
JMJD7,0.037787839,-0.096392562,0.085,0.107,1
PIN4,0.037904145,-0.06297821,0.147,0.165,1
AC100810.1,0.038107348,-0.09035834,0.074,0.096,1
DCAF15,0.038125468,-0.070906673,0.176,0.194,1
RBM15B,0.038179614,-0.047667895,0.134,0.129,1
HNRNPA3,0.038254952,0.071309483,0.619,0.596,1
EIF4H,0.038284474,-0.026989239,0.403,0.385,1
SRSF3,0.038286316,-0.002523727,0.507,0.507,1
OCIAD2,0.038292837,-0.130191451,0.258,0.281,1
VAPB,0.038324039,-0.071059927,0.106,0.119,1
MADD,0.038338351,0.09400348,0.135,0.095,1
MMS19,0.038342448,0.032512017,0.084,0.084,1
ZNF277,0.038398042,-0.09608814,0.086,0.107,1
AUTS2,0.038525992,0.106602672,0.182,0.153,1
DUSP12,0.038797181,-0.070780004,0.105,0.128,1
UNKL,0.038836717,-0.079102372,0.044,0.06,1
SNHG32,0.038911907,-0.136585538,0.133,0.169,1
PGPEP1,0.038944489,-0.041876099,0.041,0.058,1
NFU1,0.03895707,-0.054114487,0.096,0.115,1
CPQ,0.038957525,-0.080895168,0.099,0.119,1
PBXIP1,0.038991983,0.002734364,0.378,0.388,1
NSRP1,0.039005923,-0.120685294,0.123,0.147,1
ELOVL1,0.039053788,-0.028719172,0.198,0.205,1
ANTKMT,0.039142106,-0.122237915,0.159,0.185,1
AC021188.1,0.039236079,-0.06048165,0.038,0.055,1
DR1,0.039508152,0.143253728,0.234,0.183,1
FABP5,0.03959546,0.102527227,0.089,0.051,1
DPH7,0.039632352,-0.046640744,0.096,0.114,1
ZFAND2A,0.039653325,-0.056043311,0.145,0.159,1
RPS14,0.039718088,-0.042437899,0.994,0.998,1
PPP2R2B,0.039724333,0.1732728,0.276,0.219,1
TGOLN2,0.039747778,-0.107258646,0.369,0.402,1
PDE3B,0.039753308,0.01859376,0.162,0.164,1
CSNK1G3,0.039792623,-0.112175052,0.102,0.124,1
IQGAP2,0.039933269,0.126341708,0.434,0.36,1
TRA2A,0.040113827,-0.090100003,0.186,0.212,1
SLC25A4,0.040184129,0.142165753,0.121,0.076,1
RBM34,0.040207365,-0.091707549,0.073,0.097,1
IPO4,0.040236937,0.099009921,0.057,0.034,1
ADH5,0.040292212,-0.008159727,0.261,0.271,1
TBC1D23,0.040343952,-0.080363066,0.081,0.099,1
ATXN2,0.040383308,0.101307168,0.12,0.083,1
NAA16,0.040408716,0.042566939,0.133,0.127,1
CLIP4,0.040465826,-0.096118227,0.104,0.129,1
IPP,0.040466654,-0.023578403,0.042,0.053,1
PPP1R35,0.040481198,-0.106754118,0.249,0.277,1
C16orf58,0.040493996,-0.063721425,0.049,0.065,1
MRPL17,0.040602328,-0.074846254,0.045,0.059,1
YY1,0.040607099,0.09026946,0.381,0.344,1
PHAX,0.040632277,-0.060344855,0.159,0.183,1
CARNS1,0.040653325,0.047922399,0.052,0.045,1
HIKESHI,0.040749812,-0.040992223,0.202,0.198,1
WDR70,0.040858111,-0.090283479,0.074,0.092,1
TOMM22,0.040860777,-0.052248537,0.321,0.332,1
GIGYF1,0.040876062,-0.093591372,0.062,0.086,1
TAX1BP3,0.040940281,0.048854888,0.078,0.055,1
MAX,0.041201598,0.081588841,0.358,0.347,1
RPS6KA5,0.041522669,-0.043739938,0.071,0.088,1
ING3,0.041558906,-0.069329744,0.09,0.096,1
STOM,0.041597381,-0.027382198,0.406,0.419,1
NOP14-AS1,0.041795595,-0.0807076,0.063,0.085,1
C2orf74,0.041889956,-0.065627565,0.074,0.088,1
PTGES3,0.041930186,-0.003732097,0.568,0.575,1
TCTN3,0.041982737,-0.098303022,0.089,0.112,1
ZDHHC5,0.04204208,-0.052093766,0.073,0.072,1
CHD9,0.042149469,-0.122073892,0.149,0.175,1
ZNF564,0.042184153,-0.046633009,0.06,0.067,1
RALBP1,0.042256206,0.106620376,0.306,0.247,1
CST7,0.042262008,0.210408069,0.946,0.899,1
ZMYND8,0.042269502,0.083820922,0.088,0.059,1
RASGRP1,0.04229873,0.097459009,0.319,0.289,1
CFAP97,0.042493292,-0.110274491,0.196,0.224,1
METTL3,0.042521188,-0.068342206,0.06,0.077,1
GLT8D1,0.042524827,-0.067311538,0.116,0.137,1
ROMO1,0.042709479,-0.068832846,0.304,0.323,1
SPON2,0.042756113,0.305007896,0.64,0.514,1
ZNF655,0.042794859,-0.071778773,0.261,0.28,1
INTS10,0.042823414,0.121351426,0.212,0.182,1
ANXA5,0.042918205,0.077212558,0.364,0.305,1
COPS3,0.042969184,0.164154295,0.196,0.144,1
NCF1,0.043123161,-0.051734278,0.038,0.062,1
ILF3,0.043170478,0.059757052,0.37,0.313,1
LAMTOR1,0.043186775,-0.058031345,0.367,0.373,1
IFI6,0.043206676,-0.093244041,0.201,0.218,1
EDF1,0.04322778,-0.073639188,0.692,0.711,1
ANAPC4,0.043234155,0.091785361,0.103,0.068,1
CASTOR2,0.043258513,0.003596151,0.135,0.116,1
NDUFB8,0.043309117,0.045590815,0.533,0.521,1
DDX51,0.043372338,-0.037050091,0.062,0.076,1
PIK3IP1,0.043438563,-0.038343362,0.258,0.282,1
TSPOAP1,0.043471039,0.091281914,0.055,0.034,1
ZNF699,0.043519017,-0.071358123,0.072,0.09,1
ANKRD10,0.04352014,0.086959264,0.201,0.185,1
HAUS1,0.043545905,-0.07898087,0.068,0.083,1
AKNA,0.043707341,0.045528154,0.469,0.427,1
ANTXR2,0.043730362,-0.1303413,0.068,0.094,1
USP5,0.043747924,-0.056408273,0.097,0.106,1
UBE2G2,0.043898229,-0.135597251,0.186,0.215,1
SND1,0.043995942,-0.106958173,0.225,0.256,1
SSR3,0.044069567,-0.049168775,0.295,0.319,1
IL17RA,0.044152229,-0.098288792,0.104,0.127,1
DGCR2,0.0441613,-0.06066302,0.082,0.088,1
PEX26,0.044177429,-0.037823262,0.063,0.081,1
STUB1,0.044210104,0.104484564,0.464,0.426,1
ITGAL,0.044467536,0.120196377,0.529,0.464,1
MRTO4,0.044608576,-0.060775438,0.05,0.059,1
SUPT6H,0.044653185,0.072776839,0.137,0.104,1
TMEM161B-AS1,0.044816356,-0.086162326,0.053,0.07,1
U2SURP,0.044829342,0.091619009,0.383,0.362,1
AC008124.1,0.044849658,-0.087852476,0.048,0.068,1
SUCLG2,0.044910292,-0.106063781,0.11,0.14,1
PARG,0.045066005,-0.054941692,0.05,0.062,1
BOLA2B,0.045153022,-0.085504801,0.065,0.086,1
AGA,0.04528313,-0.072856304,0.101,0.11,1
ADIPOR1,0.04550285,0.141593735,0.242,0.19,1
ARHGAP30,0.045506101,0.125991498,0.566,0.524,1
MAPK9,0.045672962,0.12947921,0.128,0.088,1
NDUFV2,0.045690019,-0.08049452,0.353,0.36,1
RNF114,0.045771288,-0.065679193,0.204,0.214,1
RNASET2,0.045804733,-0.093456867,0.289,0.309,1
MED6,0.045826671,-0.046035622,0.119,0.136,1
TAF8,0.045884051,-0.061694245,0.081,0.095,1
GMDS,0.045932884,0.004464631,0.087,0.091,1
STX10,0.045969208,-0.075793282,0.194,0.218,1
RCE1,0.046194582,0.030721205,0.132,0.105,1
MOAP1,0.046197863,-0.092297958,0.14,0.166,1
GABARAP,0.046206003,-0.024400891,0.734,0.731,1
MAP3K14,0.046247998,0.096499184,0.101,0.071,1
NCOR2,0.046452164,-0.033351794,0.105,0.121,1
FANCF,0.046482108,-0.076459249,0.039,0.056,1
ARID5A,0.046580656,0.038666361,0.147,0.146,1
TASOR,0.046708081,0.037123709,0.214,0.214,1
COX7B,0.046729655,-0.088404881,0.429,0.44,1
MRPS30,0.046867773,-0.059207409,0.173,0.179,1
LINC00667,0.047037159,-0.069347718,0.098,0.12,1
DDX39B,0.047063753,-0.074246756,0.394,0.393,1
BTG1,0.047102784,-0.039128292,0.935,0.94,1
WASHC5,0.04716601,0.092747374,0.105,0.082,1
CPSF7,0.047513963,-0.084356231,0.148,0.17,1
AAAS,0.047526226,-0.063021583,0.079,0.094,1
MDP1,0.04767523,-0.005588829,0.073,0.082,1
ZBTB43,0.04781983,0.011212171,0.077,0.062,1
BTG3,0.048035997,0.134037627,0.136,0.094,1
PBX4,0.048187783,-0.065943457,0.06,0.081,1
DHX36,0.048399496,0.121145567,0.335,0.279,1
ORMDL2,0.048446945,-0.061943744,0.115,0.128,1
NHP2,0.04845713,-0.08895086,0.266,0.289,1
MAPKAPK5-AS1,0.048536694,-0.071351832,0.143,0.172,1
CSTF3,0.048653142,-0.090496458,0.039,0.055,1
PSMD2,0.048939402,0.130151605,0.301,0.26,1
NUP98,0.049287853,0.081002088,0.156,0.116,1
TMEM109,0.049568156,-0.00882207,0.352,0.36,1
SNX3,0.049593454,-0.016548853,0.438,0.415,1
NELFB,0.049644068,0.141704885,0.195,0.141,1
IVNS1ABP,0.049657315,0.147792868,0.21,0.162,1
HDHD3,0.049708809,-0.08386378,0.061,0.082,1
RUBCN,0.049728061,0.072103045,0.078,0.057,1
CNIH1,0.049877247,0.102277406,0.187,0.139,1
IWS1,0.049878966,-0.091194121,0.118,0.133,1
C11orf68,0.049900297,-0.0538125,0.106,0.114,1
LYAR,0.04990628,-0.155029693,0.467,0.492,1
MRPS34,0.049998171,-0.043440614,0.308,0.327,1
ATP2B4,0.050017033,0.138943487,0.416,0.367,1
GRK6,0.050047023,-0.071154416,0.345,0.354,1
RPRD1A,0.050087616,-0.073159231,0.065,0.08,1
CLNS1A,0.050243964,-0.077007131,0.213,0.222,1
VRK1,0.050267052,-0.058066712,0.081,0.084,1
CPSF3,0.050360224,-0.05724706,0.055,0.069,1
TMEM71,0.050503279,-0.066335209,0.107,0.11,1
BCLAF1,0.050625515,0.080981025,0.46,0.424,1
SLC25A6,0.050692163,-0.088667457,0.839,0.846,1
DNAJC17,0.050786619,-0.057893679,0.07,0.086,1
RNF138,0.050828101,0.029918289,0.12,0.122,1
C1GALT1,0.050951844,-0.071998505,0.203,0.218,1
CEBPZ,0.051034707,-0.11067251,0.19,0.212,1
DUSP2,0.051041636,-0.323705406,0.548,0.577,1
IDH2,0.051049211,0.181919022,0.464,0.381,1
TLE3,0.051091695,0.09191964,0.082,0.056,1
TAF1B,0.051101882,0.091857897,0.096,0.078,1
KCTD18,0.051158735,-0.078852543,0.069,0.093,1
MRPS18B,0.05118452,-0.044826491,0.147,0.163,1
AP1G1,0.051227198,0.070535452,0.125,0.114,1
SLC25A46,0.051254795,0.103769198,0.11,0.075,1
PPRC1,0.051394521,0.078913551,0.057,0.036,1
ZNF836,0.051547798,-0.06543745,0.044,0.061,1
DENND2D,0.051592257,0.01836524,0.331,0.333,1
CTSO,0.05182943,-0.066173445,0.035,0.052,1
SWI5,0.052145416,-0.02816172,0.051,0.067,1
EIF5B,0.052246939,-0.1090545,0.207,0.241,1
PATZ1,0.052267439,0.040112187,0.078,0.058,1
TFPT,0.052271721,0.036710944,0.094,0.068,1
NAMPT,0.052286481,0.075042149,0.056,0.042,1
AHNAK,0.052378657,0.055657721,0.824,0.8,1
POU2F2,0.052402939,-0.0417917,0.061,0.073,1
RPP25L,0.052451186,-0.050119233,0.059,0.073,1
MSL3,0.052466484,-0.094883878,0.138,0.154,1
MRPL13,0.052498308,-0.056659535,0.091,0.098,1
TBC1D31,0.052538562,-0.049303767,0.053,0.056,1
PSMC1,0.052605042,-0.068837454,0.148,0.165,1
ARCN1,0.052735022,0.016272067,0.198,0.172,1
COQ8B,0.052952924,-0.015157817,0.09,0.08,1
KPNA2,0.052965689,0.101892837,0.093,0.058,1
PILRB,0.052966767,-0.081916255,0.087,0.103,1
PPM1M,0.05331591,-0.048531919,0.204,0.216,1
COG4,0.053427669,0.108360549,0.116,0.081,1
CISD3,0.053454481,-0.002704032,0.261,0.259,1
RCAN3,0.053763071,-0.099997308,0.045,0.076,1
TPT1,0.053765996,-0.131509976,0.995,0.999,1
TXNDC5,0.053843688,0.086945247,0.077,0.051,1
AKT3,0.053901954,-0.143184281,0.109,0.135,1
TGFBR2,0.053975228,-0.101230714,0.317,0.335,1
ADARB1,0.053990987,-0.08219259,0.044,0.065,1
BABAM2,0.054016771,-0.032312286,0.062,0.055,1
METTL17,0.054083937,-0.001787075,0.186,0.196,1
EIF3J-DT,0.054193785,-0.043180597,0.045,0.061,1
RHNO1,0.05422079,-0.014041579,0.062,0.049,1
CTBS,0.05425736,-0.059084663,0.08,0.101,1
CD5,0.054476557,0.158688968,0.533,0.477,1
RAP2C,0.05455018,-0.082212861,0.087,0.108,1
ATRIP,0.054588229,-0.059951596,0.044,0.062,1
RNF187,0.054685052,-0.007346563,0.298,0.309,1
FUBP3,0.054710925,0.061530513,0.078,0.051,1
DYRK2,0.054818391,0.150688929,0.209,0.167,1
FARSA,0.054886026,0.104117484,0.118,0.095,1
EP300,0.054926812,0.099683158,0.141,0.111,1
WWP1,0.055008626,-0.045880433,0.116,0.137,1
HEATR6,0.055081621,-0.04786318,0.057,0.073,1
CPEB2,0.055444893,0.068346919,0.057,0.035,1
RNF213,0.055505439,0.088981985,0.691,0.651,1
CCDC102A,0.055672443,0.048381196,0.087,0.088,1
HSH2D,0.05583566,0.098568089,0.112,0.081,1
MFSD8,0.055888019,-0.068207966,0.09,0.105,1
ZNF302,0.056044545,-0.098713676,0.079,0.096,1
GNAS,0.056071165,0.070553648,0.806,0.793,1
DTWD1,0.056072626,-0.063182638,0.051,0.067,1
OPTN,0.056091202,0.131814684,0.401,0.355,1
XKR6,0.056178881,-0.054093514,0.043,0.055,1
PCNX2,0.056258015,-0.084167814,0.059,0.081,1
SRRT,0.056272145,0.161359587,0.293,0.244,1
PLA2G6,0.056401941,0.024826629,0.055,0.053,1
CHCHD3,0.056414529,-0.09984549,0.152,0.171,1
GPATCH11,0.056527596,-0.023475939,0.106,0.097,1
PSMD1,0.056570945,0.1035224,0.151,0.111,1
HLA-B,0.056606021,0.076686682,0.998,1,1
NXPE3,0.056622627,-0.068086042,0.081,0.098,1
MIR762HG,0.056656645,-0.074222595,0.043,0.061,1
C11orf1,0.056725268,-0.068498421,0.06,0.071,1
FOSL2,0.056781623,0.137594219,0.179,0.131,1
TFB1M,0.056852909,-0.061959251,0.071,0.083,1
MTHFD1,0.056862841,0.080965336,0.054,0.033,1
ANAPC10,0.056914397,0.129415219,0.082,0.051,1
EHMT2,0.057085014,0.108144788,0.152,0.112,1
SELENOK,0.057151288,0.165188287,0.453,0.38,1
SPPL2B,0.057310526,-0.069197673,0.048,0.062,1
RECK,0.057390855,-0.067277097,0.044,0.056,1
RPL35,0.057458937,-0.105817834,0.979,0.987,1
IFI35,0.05750538,0.130309618,0.17,0.129,1
TMEM173,0.057537503,-0.022448712,0.305,0.308,1
VAMP2,0.057552889,-0.047410027,0.782,0.787,1
AC090152.1,0.057578181,-0.009364679,0.119,0.107,1
EYA3,0.057600539,0.077205197,0.053,0.033,1
SESN1,0.057609171,-0.119767119,0.057,0.078,1
RALY,0.057635675,0.139414294,0.514,0.471,1
GPX4,0.0577434,-0.073489011,0.475,0.499,1
SERPINB6,0.057894768,-0.093559307,0.221,0.237,1
FBXO9,0.058020066,0.001969179,0.198,0.205,1
MAGOH,0.058065544,-0.075024746,0.305,0.318,1
SLC35F5,0.058082034,-0.028721243,0.046,0.058,1
DDX3Y,0.058149781,0.115751876,0.278,0.221,1
RNF126,0.058228258,-0.006878761,0.409,0.412,1
SEPTIN6,0.058327291,-0.111417528,0.457,0.471,1
LSM2,0.058330856,-0.048778278,0.205,0.212,1
ZNF333,0.058466034,-0.07413697,0.051,0.067,1
PPFIA1,0.058488384,0.085670101,0.101,0.072,1
CARM1,0.058579933,0.080793164,0.075,0.06,1
CARS,0.058956078,0.067348976,0.134,0.097,1
RRAGA,0.059032527,-0.024802527,0.131,0.143,1
FMC1,0.059075342,-0.103151983,0.096,0.114,1
AARSD1,0.059111319,-0.116440684,0.081,0.107,1
SMC6,0.059119571,0.086714802,0.079,0.056,1
RTCA,0.05912558,0.102021699,0.147,0.114,1
ZNF12,0.059185224,-0.074610442,0.082,0.1,1
PUF60,0.059467051,-0.024672803,0.336,0.324,1
JAML,0.059512046,-0.116815743,0.052,0.08,1
ALKBH7,0.0595975,-0.049116719,0.294,0.314,1
FBXO21,0.059710044,-0.073060934,0.128,0.137,1
FAM200B,0.05971877,-0.073949719,0.119,0.138,1
SMARCA4,0.059773573,0.106330262,0.168,0.125,1
RNF115,0.059846081,0.127933606,0.247,0.211,1
RGL2,0.059893226,-0.053994538,0.081,0.099,1
IRF9,0.060047127,0.114852301,0.353,0.302,1
CEBPZOS,0.060089713,-0.099220114,0.127,0.147,1
PRKCA,0.060156992,-0.077335107,0.045,0.057,1
CYBC1,0.060278579,-0.059344543,0.323,0.336,1
GOLGA7,0.06027986,-0.041858269,0.333,0.347,1
PRRC2A,0.060878288,0.128705312,0.259,0.21,1
PISD,0.060939563,-0.061000651,0.044,0.053,1
ZNF195,0.060977036,0.093019211,0.096,0.075,1
FBXO32,0.061136518,-0.038331534,0.168,0.179,1
RPS17,0.061177152,-0.16584998,0.568,0.611,1
PSTPIP1,0.061260875,-0.099861229,0.231,0.245,1
ZMYM4,0.061284081,0.073754005,0.109,0.083,1
CHMP1A,0.061311278,-0.022073895,0.182,0.17,1
ATRX,0.061464796,0.089713461,0.432,0.416,1
SDHA,0.061651155,-0.043250653,0.35,0.351,1
HMGN4,0.06166699,0.041472245,0.298,0.297,1
DUSP11,0.061761256,-0.084555273,0.129,0.149,1
B3GALT4,0.061766001,-0.036429176,0.076,0.088,1
NDUFS4,0.061842581,-0.064178171,0.107,0.13,1
EEF1AKMT2,0.062150492,-0.059111384,0.075,0.094,1
C1RL,0.062212964,-0.068749649,0.038,0.055,1
LSP1,0.062450824,0.005472412,0.891,0.879,1
COA8,0.062485777,-0.079264493,0.111,0.125,1
MPDU1,0.062501733,0.116304596,0.125,0.086,1
THOC5,0.062535086,-0.042289701,0.062,0.075,1
XRN1,0.062589415,0.172427617,0.316,0.249,1
GALNS,0.06259488,-0.026040076,0.053,0.053,1
HS3ST3B1,0.062630389,0.072225448,0.063,0.039,1
OBI1,0.062739414,-0.036613994,0.068,0.066,1
GLRX,0.062803702,-0.015960821,0.308,0.289,1
MTIF3,0.062805916,-0.088685499,0.139,0.157,1
PHF20,0.063002721,-0.026100226,0.222,0.236,1
PPP1R12C,0.063038588,0.010883971,0.084,0.088,1
FAM110A,0.063051081,-0.044776497,0.055,0.067,1
RHOA,0.063089286,0.107000552,0.866,0.847,1
RPS7,0.063160332,-0.022559154,0.989,0.994,1
RNF38,0.063214909,-0.083537418,0.135,0.15,1
GXYLT1,0.063249231,-0.055952403,0.054,0.07,1
NOL11,0.06325768,0.096459418,0.101,0.069,1
MOB4,0.063287305,-0.051133797,0.187,0.193,1
ZNF92,0.063500073,0.017419433,0.069,0.071,1
PPOX,0.063556581,-0.013772442,0.074,0.088,1
PRKCQ,0.063652295,0.162596671,0.247,0.194,1
INIP,0.063759657,0.052655161,0.073,0.05,1
TAPBP,0.063778802,0.107183203,0.651,0.581,1
NINJ1,0.063788698,-0.067445479,0.13,0.146,1
ARRB2,0.063805794,0.166367578,0.6,0.545,1
RBM39,0.063831974,-0.071225552,0.634,0.649,1
CRTC3,0.063925709,0.093780259,0.107,0.08,1
TMEM179B,0.064322273,0.200211568,0.295,0.233,1
HEIH,0.064341662,-0.07664825,0.083,0.105,1
AZI2,0.064647551,0.016757431,0.1,0.112,1
C18orf32,0.064655818,-0.06390746,0.26,0.263,1
CMTM3,0.064683493,0.010891273,0.279,0.281,1
SF3B3,0.065174933,0.127503048,0.184,0.14,1
CDYL,0.065285037,-0.095499535,0.06,0.082,1
DYNC1I2,0.065573559,0.006218808,0.074,0.061,1
OSTC,0.065625507,-0.015301859,0.326,0.331,1
ACP1,0.065628281,-0.028599816,0.375,0.365,1
GRHPR,0.065652995,0.055420005,0.109,0.079,1
C2orf49,0.065760852,-0.070637086,0.067,0.082,1
ZNF7,0.06586274,-0.017343697,0.047,0.055,1
VIM-AS1,0.065959624,-0.08498294,0.087,0.106,1
SLC36A4,0.065963971,0.025123191,0.05,0.05,1
PIAS3,0.066024495,0.028482522,0.073,0.052,1
TMEM50A,0.066178397,0.015634172,0.561,0.549,1
SLC25A36,0.066206488,-0.060584472,0.155,0.173,1
AL645568.1,0.066212274,-0.063457044,0.048,0.058,1
RNF170,0.066229451,-0.064760315,0.043,0.061,1
GMCL1,0.066242643,0.104625094,0.158,0.122,1
CD58,0.066327585,-0.03036793,0.176,0.193,1
TASOR2,0.066336112,-0.037609871,0.111,0.101,1
UBA6,0.06648955,0.094635759,0.09,0.068,1
PORCN,0.066551602,0.045989851,0.072,0.069,1
MKNK1,0.066551935,-0.027148165,0.079,0.093,1
ARHGEF2,0.066620078,0.146220978,0.207,0.153,1
ZNF141,0.066755842,-0.079758085,0.06,0.077,1
SZRD1,0.066774261,-0.053677292,0.232,0.25,1
DECR1,0.066843976,-0.05864846,0.229,0.237,1
SMARCE1,0.066847602,0.024103093,0.289,0.244,1
VMP1,0.066995288,0.01467674,0.162,0.138,1
PRPF4B,0.067215803,-0.114296019,0.42,0.452,1
TUT7,0.067331182,-0.024925383,0.151,0.163,1
ESD,0.067397233,-0.09362849,0.122,0.154,1
RNF10,0.067439598,0.082735213,0.272,0.251,1
AC022075.1,0.067487494,0.043310845,0.059,0.038,1
C1orf216,0.067691066,-0.036474645,0.051,0.051,1
RPL8,0.06788811,-0.109134285,0.989,0.995,1
SPSB3,0.068004705,-0.078605846,0.543,0.556,1
INO80B,0.068099523,-0.069374437,0.067,0.086,1
HTATSF1,0.068134543,0.014629951,0.206,0.212,1
TMEM138,0.068362196,-0.051310056,0.099,0.107,1
HAGH,0.068645729,-0.110808996,0.173,0.193,1
RRP1B,0.068656296,-0.110104931,0.157,0.185,1
MICOS10,0.068799983,-0.050985326,0.417,0.425,1
UHRF1BP1L,0.068960482,0.030986759,0.092,0.088,1
WDR26,0.069006026,0.083404081,0.144,0.117,1
FAM193B,0.069075956,0.005546813,0.09,0.091,1
SCPEP1,0.069102046,-0.034130021,0.05,0.063,1
CRYL1,0.069373277,-0.048039269,0.069,0.081,1
BCL2L1,0.069476283,0.074576987,0.154,0.145,1
RCN2,0.069718861,-0.064817382,0.235,0.245,1
EIF3J,0.069738328,-0.063001984,0.12,0.12,1
ACAP1,0.069786939,-0.080043012,0.463,0.489,1
BCKDHB,0.069871464,-0.050561046,0.065,0.071,1
TBL1X,0.069933837,0.073086246,0.09,0.066,1
ANKRD13A,0.070068129,0.119689012,0.155,0.12,1
PIK3CA,0.070070481,0.090214045,0.077,0.053,1
OCIAD1,0.070093146,-0.087951316,0.342,0.353,1
PLEKHG3,0.070167163,0.13341143,0.208,0.157,1
P2RY8,0.070228533,-0.062867721,0.471,0.474,1
TRIM24,0.070282247,0.086954117,0.084,0.06,1
MRPL20,0.070370506,-0.078805489,0.239,0.249,1
VAMP7,0.070457388,0.020921114,0.114,0.094,1
ITGAE,0.070464578,-0.048223337,0.159,0.174,1
OASL,0.070613084,0.179031604,0.232,0.159,1
NSMCE3,0.070633988,-0.074043369,0.266,0.288,1
EGLN2,0.070647186,0.14135838,0.242,0.189,1
COX7A2,0.07067261,-0.058468088,0.592,0.595,1
ATP5PD,0.070739402,-0.112176442,0.382,0.4,1
PRELID3B,0.070761143,-0.055030691,0.163,0.178,1
ENTR1,0.070764533,0.074767378,0.101,0.089,1
